Intermediate Zone - Data Zone 2011,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01012280,417,133,146,63,50,21,3,0,0
S01012281,364,190,98,42,22,6,1,0,0
S01012282,483,203,180,52,40,6,0,1,0
S01012283,389,124,142,46,57,16,2,0,0
S01012284,445,236,142,32,25,5,4,1,0
S01012285,287,104,116,35,21,9,2,0,0
S01012286,477,189,172,61,44,6,5,0,0
S01012287,422,245,99,46,31,0,1,0,0
S01012288,359,152,107,45,41,10,3,0,0
S01012289,452,160,196,45,37,10,1,0,0
S01012290,303,145,90,36,28,4,0,0,0
S01012291,518,172,187,59,75,21,5,2,0
S01012292,352,134,141,34,35,7,0,1,0
S01012293,217,66,99,20,24,8,0,0,0
S01012294,379,118,130,70,49,9,3,0,0
S01012295,290,66,111,47,51,8,6,0,1
S01012296,380,81,133,57,87,16,9,0,0
S01012297,284,48,138,34,42,16,6,0,0
S01012298,409,138,159,43,47,16,0,2,1
S01012299,284,64,130,38,42,9,2,1,0
S01012300,297,118,96,51,19,12,1,0,0
S01012301,420,125,185,55,35,16,0,0,0
S01012302,250,71,98,37,31,11,1,0,0
S01012303,416,104,170,57,62,17,7,1,0
S01012304,444,110,187,59,58,25,5,2,0
S01012305,466,185,177,44,38,17,3,1,0
S01012306,330,153,107,39,15,8,1,0,0
S01012307,327,163,96,44,26,3,1,0,0
S01012308,371,79,144,68,65,14,1,0,0
S01012309,298,91,126,35,33,10,4,0,2
S01012310,534,165,231,70,41,12,12,0,0
S01012311,258,94,109,34,16,2,2,0,1
S01012312,480,138,215,59,44,16,7,0,0
S01012313,339,104,144,52,25,10,3,0,0
S01012314,381,116,129,80,41,11,3,0,1
S01012315,393,207,136,18,15,10,1,0,1
S01012316,299,105,127,36,28,5,2,0,0
S01012317,256,69,82,41,47,9,11,1,0
S01012318,324,72,123,61,54,15,4,0,0
S01012319,339,108,140,39,40,8,0,0,0
S01012320,273,80,101,42,30,12,5,0,0
S01012321,411,120,147,60,59,17,6,1,0
S01012322,468,127,225,54,47,14,2,2,0
S01012323,440,114,227,48,33,19,2,0,0
S01012324,494,151,250,55,29,8,4,1,0
S01012325,301,107,140,25,26,2,1,0,0
S01012326,302,149,96,37,14,6,0,0,0
S01012327,381,150,142,40,31,13,6,0,0
S01012328,299,115,134,26,13,8,4,1,0
S01012329,391,122,176,41,35,14,5,1,0
S01012330,286,100,135,22,25,7,0,0,0
S01012331,269,57,109,45,47,8,3,0,0
S01012332,457,117,207,67,47,17,2,0,0
S01012333,476,126,238,54,43,9,2,0,0
S01012334,416,138,171,56,43,9,1,0,0
S01012335,408,122,160,62,49,12,1,1,0
S01012336,286,102,109,29,36,8,2,0,0
S01012337,442,253,137,33,19,2,0,1,0
S01012338,400,195,136,41,21,3,5,1,0
S01012339,394,231,126,17,11,4,2,0,0
S01012340,569,190,250,68,47,9,1,0,1
S01012341,406,93,194,53,42,16,4,0,1
S01012342,432,147,178,50,41,15,2,0,0
S01012343,459,131,232,51,34,11,3,0,0
S01012344,324,133,113,47,21,8,1,1,0
S01012345,400,131,133,65,46,17,8,0,0
S01012346,353,100,149,54,30,12,7,1,0
S01012347,373,145,147,46,35,8,0,0,0
S01012348,308,99,143,26,33,6,1,0,0
S01012349,399,151,135,59,42,7,2,2,0
S01012350,389,118,144,62,47,12,5,1,0
S01012351,370,110,135,62,43,11,8,1,0
S01012352,349,131,142,38,32,5,3,0,0
S01012353,449,252,139,32,13,8,5,0,0
S01012354,393,151,153,45,39,5,4,0,0
S01012355,427,103,196,65,49,12,2,3,0
S01012356,340,117,146,42,26,10,0,0,0
S01012357,383,65,218,36,47,15,1,0,0
S01012358,386,120,188,36,31,12,1,1,0
S01012359,369,137,133,50,35,11,1,0,0
S01012360,310,113,86,49,44,16,1,1,3
S01012361,269,101,87,46,26,4,3,0,2
S01012362,292,81,87,52,51,13,8,1,2
S01012363,593,352,144,49,36,10,4,1,0
S01012364,351,196,102,24,28,5,4,0,0
S01012365,445,148,173,57,53,6,0,0,0
S01012366,490,271,148,43,21,4,0,0,0
S01012367,401,140,171,44,35,9,1,1,0
S01012368,302,85,143,36,27,7,2,2,0
S01012369,379,129,150,43,36,19,4,0,0
S01012370,488,252,144,46,39,7,0,0,0
S01012371,498,252,166,45,31,5,0,0,0
S01012372,385,235,90,32,18,6,5,1,0
S01012373,458,186,163,51,39,8,7,1,0
S01012374,400,120,160,69,32,17,2,0,0
S01012375,423,164,146,65,38,9,2,0,0
S01012376,433,110,207,53,53,3,4,3,0
S01012377,293,93,140,30,26,8,1,1,0
S01012378,284,82,149,25,23,6,2,0,0
S01012379,250,68,114,29,28,8,3,0,0
S01012380,426,168,154,52,34,11,3,1,0
S01012381,452,249,130,41,32,8,3,0,0
S01012382,436,141,181,53,44,14,3,0,0
S01012383,414,173,164,48,22,7,0,0,0
S01012384,278,114,107,24,24,6,2,0,2
S01012385,337,149,119,29,29,3,1,1,0
S01012386,425,153,148,67,40,15,5,0,0
S01012387,399,128,166,45,50,12,2,0,0
S01012388,346,130,112,37,35,18,8,4,2
S01012389,403,119,143,54,50,30,6,1,0
S01012390,346,114,109,45,50,21,7,1,0
S01012391,510,159,171,74,69,30,9,1,1
S01012392,334,90,122,57,39,18,6,2,0
S01012393,340,126,109,48,30,18,3,1,1
S01012394,282,104,93,37,29,17,2,0,1
S01012395,245,106,86,29,13,4,4,0,0
S01012396,322,161,115,31,6,5,1,0,1
S01012397,432,197,155,35,33,8,0,1,0
S01012398,423,231,125,38,25,4,1,0,0
S01012399,324,134,116,37,24,17,0,0,0
S01012400,313,164,82,37,17,8,0,1,0
S01012401,394,216,100,35,28,10,3,2,0
S01012402,357,114,101,70,49,18,4,0,1
S01012403,436,128,158,62,56,26,4,0,3
S01012404,403,195,121,38,34,17,0,2,0
S01012405,323,77,119,60,41,23,4,2,0
S01012406,289,93,99,31,40,20,4,1,0
S01012407,365,113,127,41,51,28,3,1,0
S01012408,260,100,71,32,34,16,5,1,1
S01012409,291,98,101,35,26,16,5,0,0
S01012410,452,148,171,53,59,19,3,0,1
S01012411,444,173,127,68,46,24,4,1,1
S01012412,306,122,97,37,30,14,4,2,0
S01012413,436,162,159,65,32,12,1,1,2
S01012414,344,146,125,28,23,19,3,1,0
S01012415,229,73,73,26,31,20,4,2,0
S01012416,223,79,91,20,24,8,4,0,0
S01012417,276,101,107,26,29,13,0,0,0
S01012418,356,97,159,41,33,15,3,1,2
S01012419,309,76,135,44,35,16,3,2,0
S01012420,357,120,133,58,34,9,3,0,0
S01012421,322,107,143,35,28,8,4,0,0
S01012422,407,136,169,44,39,13,3,4,0
S01012423,357,100,163,58,28,3,2,0,2
S01012424,425,166,140,55,31,28,6,0,1
S01012425,276,124,75,39,26,8,2,1,0
S01012426,249,108,79,32,23,11,0,0,2
S01012427,274,107,88,38,31,9,1,0,0
S01012428,284,75,121,43,38,7,0,0,0
S01012429,269,102,103,31,31,5,0,0,0
S01012430,282,133,89,36,16,6,1,1,0
S01012431,435,180,164,37,34,17,4,2,0
S01012432,357,159,122,41,27,6,0,1,1
S01012433,283,156,76,32,15,6,0,0,0
S01012434,291,138,87,37,21,9,0,0,0
S01012435,317,143,86,42,31,13,2,0,0
S01012436,292,106,89,52,29,14,1,0,0
S01012437,266,89,99,44,19,9,4,1,0
S01012438,326,65,126,65,55,17,2,0,0
S01012439,331,133,122,38,19,10,0,2,1
S01012440,239,74,106,31,20,6,0,0,0
S01012441,374,100,167,61,31,11,2,2,0
S01012442,754,195,320,100,110,20,8,1,0
S01012443,328,84,143,45,43,5,5,0,0
S01012444,389,107,130,61,65,23,4,0,1
S01012445,186,21,74,33,41,15,2,0,0
S01012446,260,118,81,34,19,6,1,0,0
S01012447,355,96,141,52,49,12,4,1,0
S01012448,374,85,140,75,52,13,3,3,0
S01012449,250,67,97,43,39,1,1,0,0
S01012450,427,109,148,86,56,15,7,6,2
S01012451,460,152,213,45,35,11,4,0,0
S01012452,322,131,128,29,30,3,0,0,0
S01012453,304,64,141,39,50,8,2,0,0
S01012454,296,81,134,38,40,6,0,1,0
S01012455,259,55,124,25,37,11,6,0,1
S01012456,307,58,122,45,59,18,4,2,0
S01012457,386,110,195,44,31,12,1,0,0
S01012458,355,87,169,45,43,9,4,0,0
S01012459,192,29,83,37,32,10,0,1,0
S01012460,245,68,112,28,29,10,1,0,0
S01012461,309,115,101,59,26,8,0,0,0
S01012462,373,176,103,51,34,11,0,0,0
S01012463,265,101,86,36,29,8,4,0,1
S01012464,248,76,87,51,20,10,2,3,0
S01012465,296,94,92,54,36,17,0,1,0
S01012466,351,128,135,44,28,15,2,0,0
S01012467,334,110,118,59,40,7,3,0,0
S01012468,312,79,114,57,50,15,3,0,0
S01012469,333,110,146,39,32,6,2,0,0
S01012470,485,197,172,62,47,9,0,0,0
S01012471,351,88,160,53,38,12,0,0,0
S01012472,320,104,138,34,25,14,3,4,0
S01012473,219,49,98,36,24,4,2,0,0
S01012474,374,178,123,38,28,5,2,0,0
S01012475,295,100,123,34,31,5,0,0,0
S01012476,420,131,131,77,63,14,3,0,0
S01012477,262,51,112,46,37,12,1,0,0
S01012478,415,129,140,74,56,14,2,0,0
S01012479,263,57,104,56,36,4,5,2,1
S01012480,312,203,97,8,2,4,0,0,0
S01012481,519,260,174,45,31,3,2,0,0
S01012482,449,246,124,43,24,11,2,0,0
S01012483,459,264,125,30,24,13,4,0,0
S01012484,376,165,115,36,32,19,6,1,0
S01012485,391,140,165,38,28,13,3,0,0
S01012486,242,98,100,22,18,5,0,0,0
S01012487,260,130,83,23,19,6,0,0,2
S01012488,539,295,154,63,22,9,0,0,0
S01012489,521,285,147,51,25,12,1,0,0
S01012490,675,452,150,50,14,9,0,0,0
S01012491,253,129,59,25,17,15,0,1,0
S01012492,481,344,85,29,19,1,0,0,0
S01012493,188,78,66,25,12,4,0,2,0
S01012494,378,129,117,71,50,14,0,0,0
S01012495,454,192,148,54,47,10,1,0,2
S01012496,303,91,99,53,46,9,4,0,2
S01012497,210,83,64,32,18,4,5,0,5
S01012498,359,121,94,68,49,15,6,0,3
S01012499,263,80,74,59,39,3,2,1,2
S01012500,255,103,67,36,30,19,1,2,0
S01012501,245,91,76,46,14,12,2,0,4
S01012502,337,144,96,54,26,15,2,0,0
S01012503,285,103,88,48,28,8,6,2,4
S01012504,331,125,99,59,36,11,1,0,0
S01012505,513,234,170,54,41,12,0,2,0
S01012506,307,130,114,38,20,2,0,0,0
S01012507,437,195,151,54,31,6,1,0,0
S01012508,433,203,134,50,42,7,2,0,0
S01012509,251,86,106,35,26,3,2,0,0
S01012510,422,129,150,59,60,20,5,1,0
S01012511,246,100,95,29,19,1,2,0,0
S01012512,194,51,74,28,39,4,1,0,0
S01012513,221,47,99,35,35,4,0,1,0
S01012514,413,113,129,86,66,18,4,0,0
S01012515,342,170,97,35,35,3,2,0,0
S01012516,348,155,112,42,32,6,0,0,0
S01012517,501,222,142,67,47,15,3,1,1
S01012518,271,130,94,17,24,2,0,0,0
S01012519,272,130,85,31,17,4,2,0,0
S01012520,332,119,129,41,34,7,0,0,0
S01012521,247,114,84,25,23,4,0,0,0
S01012522,400,120,164,53,48,12,1,0,0
S01012523,352,100,141,62,34,14,0,1,0
S01012524,458,199,185,39,23,10,1,0,0
S01012525,334,121,136,43,25,9,0,0,0
S01012526,341,106,146,43,35,16,0,0,0
S01012527,314,112,124,39,32,4,5,0,0
S01012528,336,102,96,62,56,17,1,0,2
S01012529,267,106,84,32,31,13,1,0,0
S01012530,398,117,166,54,48,9,3,1,0
S01012531,440,105,160,94,68,11,4,0,0
S01012532,442,118,170,66,76,8,0,2,2
S01012533,253,114,87,29,16,8,0,0,0
S01012534,289,138,87,34,25,7,0,0,0
S01012535,361,121,116,52,47,19,1,1,0
S01012536,355,111,138,52,43,10,3,0,1
S01012537,318,111,126,36,37,8,0,1,1
S01012538,504,184,154,83,56,23,2,2,0
S01012539,276,103,94,43,20,13,1,0,2
S01012540,302,96,93,50,43,15,0,0,1
S01012541,487,141,181,65,64,27,1,6,0
S01012542,565,132,241,78,83,30,1,0,0
S01012543,294,77,126,46,36,6,2,0,1
S01012544,358,113,145,38,37,20,6,1,0
S01012545,213,87,63,32,28,3,0,0,0
S01012546,352,88,122,71,43,16,7,0,0
S01012547,293,85,133,36,24,8,6,1,0
S01012548,821,203,305,123,142,38,9,1,0
S01012549,223,70,80,33,24,12,1,2,0
S01012550,346,114,106,50,48,23,1,4,0
S01012551,317,71,135,53,47,9,0,2,0
S01012552,390,114,169,56,43,6,0,0,3
S01012553,384,109,138,60,61,16,1,0,1
S01012554,191,45,83,35,21,7,1,0,0
S01012555,214,43,112,37,22,3,0,0,0
S01012556,213,44,106,26,31,9,0,0,0
S01012557,278,71,134,39,32,5,1,0,0
S01012558,284,128,87,36,20,7,5,0,0
S01012559,426,270,119,19,15,2,0,0,0
S01012560,264,100,97,32,22,10,0,0,0
S01012561,364,146,132,47,25,6,3,0,0
S01012562,424,261,117,26,20,2,0,0,0
S01012563,321,55,162,45,45,8,4,0,0
S01012564,292,98,118,40,33,8,0,0,0
S01012565,360,154,126,31,35,7,2,1,0
S01012566,459,282,135,21,17,3,0,0,0
S01012567,520,296,151,39,24,6,6,0,0
S01012568,248,83,96,30,26,11,0,1,0
S01012569,397,102,194,37,45,12,5,1,1
S01012570,209,67,87,34,17,2,0,0,1
S01012571,354,142,131,33,28,14,3,1,1
S01012572,206,60,91,24,21,8,2,0,0
S01012573,372,74,172,71,36,17,3,1,0
S01012574,382,96,165,54,44,13,9,2,0
S01012575,303,83,120,45,39,8,2,0,0
S01012576,352,145,130,43,25,6,3,0,0
S01012577,554,144,243,87,65,13,2,0,0
S01012578,449,198,153,51,31,11,4,0,0
S01012579,338,89,138,50,36,17,4,4,0
S01012580,356,97,161,49,31,13,5,0,0
S01012581,301,108,101,44,38,9,0,0,0
S01012582,418,106,148,74,65,13,11,4,0
S01012583,338,132,109,50,31,13,1,1,0
S01012584,356,117,127,55,41,13,3,0,0
S01012585,401,163,141,43,38,14,2,0,0
S01012586,319,69,123,59,47,17,2,2,1
S01012587,341,59,140,82,43,12,6,0,0
S01012588,270,83,107,42,21,13,4,0,0
S01012589,282,81,95,56,37,12,3,0,0
S01012590,375,148,123,54,28,18,5,1,0
S01012591,348,152,110,41,33,8,4,0,0
S01012592,281,53,107,47,55,14,3,0,0
S01012593,359,94,143,60,57,9,2,1,0
S01012594,217,76,86,32,23,3,0,0,1
S01012595,284,101,95,47,28,10,2,0,0
S01012596,305,100,104,48,41,12,1,0,0
S01012597,185,34,62,39,37,5,5,2,1
S01012598,301,115,105,43,31,6,1,0,0
S01012599,318,124,118,30,30,12,0,0,1
S01012600,309,85,134,48,34,6,0,0,0
S01012601,382,87,168,66,54,6,0,2,0
S01012602,351,210,76,29,29,7,1,2,0
S01012603,321,161,95,40,22,3,0,0,0
S01012604,279,78,94,49,39,11,5,0,0
S01012605,243,82,88,45,24,4,1,1,0
S01012606,278,18,75,63,99,22,4,0,0
S01012607,332,111,121,53,40,6,1,0,0
S01012608,369,124,146,50,37,9,3,0,0
S01012609,375,136,133,63,35,15,1,0,0
S01012610,469,202,138,74,37,11,3,0,1
S01012611,492,128,190,76,81,16,1,0,0
S01012612,297,95,118,40,28,14,5,2,0
S01012613,277,84,108,44,31,8,4,0,0
S01012614,506,219,187,51,35,12,3,0,0
S01012615,351,114,131,54,40,12,0,0,0
S01012616,413,103,144,71,74,15,5,1,0
S01012617,352,57,141,72,61,16,2,0,0
S01012618,216,51,96,27,36,3,4,0,0
S01012619,298,168,79,28,14,11,0,0,0
S01012620,344,107,156,43,26,10,2,0,0
S01012621,275,102,115,29,25,6,0,0,0
S01012622,342,112,107,51,50,16,6,0,0
S01012623,323,139,110,45,28,3,1,0,0
S01012624,345,157,92,49,30,15,1,1,0
S01012625,259,107,79,37,38,4,0,0,0
S01012626,223,68,104,28,18,6,1,0,0
S01012627,268,78,119,38,21,8,1,3,0
S01012628,465,103,166,70,102,17,6,1,0
S01012629,212,58,81,27,33,8,2,0,0
S01012630,538,319,156,34,22,5,1,1,0
S01012631,319,112,123,41,29,12,2,2,0
S01012632,326,79,141,49,37,15,3,1,1
S01012633,276,65,129,37,32,11,4,0,0
S01012634,336,134,127,36,24,9,6,0,0
S01012635,520,145,213,85,56,7,11,0,1
S01012636,308,54,128,52,46,14,9,2,1
S01012637,319,84,115,57,37,16,3,0,0
S01012638,413,158,146,56,45,10,0,1,0
S01012639,380,108,139,81,36,13,2,0,0
S01012640,407,178,140,40,28,16,6,2,0
S01012641,484,194,165,57,46,15,3,0,0
S01012642,375,146,117,54,36,18,2,1,2
S01012643,197,71,68,28,20,9,0,1,0
S01012644,305,103,96,57,34,8,5,0,2
S01012645,376,159,103,42,61,7,2,2,0
S01012646,408,129,150,56,49,20,1,0,0
S01012647,248,41,72,59,52,16,2,2,1
S01012648,227,81,64,45,26,10,4,0,0
S01012649,253,78,86,38,34,6,4,5,0
S01012650,320,93,139,48,35,2,3,2,0
S01012651,333,153,94,43,35,7,0,0,1
S01012652,451,115,198,74,45,12,4,2,1
S01012653,383,82,133,75,66,17,8,2,0
S01012654,584,169,196,103,80,29,6,5,0
S01012655,440,147,144,75,55,12,8,0,1
S01012656,384,158,141,49,28,8,0,0,0
S01012657,267,121,85,38,17,1,2,0,1
S01012658,412,127,187,50,41,8,1,0,0
S01012659,359,57,125,64,94,18,4,1,0
S01012660,341,142,96,54,27,16,6,0,0
S01012661,365,102,149,67,38,9,0,0,0
S01012662,413,173,143,56,30,6,2,1,0
S01012663,299,88,125,54,32,4,0,0,0
S01012664,473,207,154,68,35,4,2,0,0
S01012665,348,117,110,58,44,13,5,1,0
S01012666,317,138,117,42,14,6,0,0,0
S01012667,285,116,96,42,19,12,1,0,0
S01012668,322,102,103,52,41,12,8,0,0
S01012669,264,63,118,51,26,8,0,0,0
S01012670,298,85,125,48,31,8,1,0,0
S01012671,394,115,128,87,51,10,1,0,0
S01012672,386,148,143,47,36,11,1,0,0
S01012673,252,69,75,52,32,20,4,1,0
S01012674,245,85,56,48,39,20,0,1,0
S01012675,390,187,110,43,35,11,4,0,0
S01012676,302,60,104,65,54,14,3,0,0
S01012677,273,99,98,34,31,10,1,0,0
S01012678,338,67,139,73,45,13,0,0,1
S01012679,361,151,126,42,25,12,4,2,0
S01012680,222,61,73,38,33,12,4,0,0
S01012681,405,116,150,62,54,19,3,2,0
S01012682,303,112,118,37,32,4,4,0,0
S01012683,330,124,101,49,34,16,2,0,2
S01012684,229,77,78,30,30,11,2,0,1
S01012685,321,104,113,45,45,14,4,0,2
S01012686,426,145,141,57,54,24,7,0,2
S01012687,241,62,102,31,34,12,1,0,0
S01012688,450,244,133,39,23,14,0,0,0
S01012689,195,36,85,29,34,7,4,0,0
S01012690,197,43,77,41,31,5,1,0,0
S01012691,283,68,106,47,45,13,3,1,0
S01012692,336,109,138,35,36,14,1,1,1
S01012693,402,47,154,75,93,30,5,0,0
S01012694,190,57,71,32,28,2,2,0,0
S01012695,321,63,132,51,48,17,7,2,4
S01012696,347,60,132,53,70,24,4,3,1
S01012697,393,43,109,89,120,23,5,3,0
S01012698,385,94,161,52,53,19,6,1,0
S01012699,570,134,218,92,88,30,6,1,2
S01012700,316,80,121,55,43,14,4,2,0
S01012701,523,82,185,116,116,23,0,2,0
S01012702,487,147,165,70,80,21,4,0,0
S01012703,202,23,71,54,45,8,1,0,0
S01012704,325,119,91,55,45,11,3,0,0
S01012705,249,41,94,62,44,6,2,0,0
S01012706,310,96,96,63,43,12,0,0,0
S01012707,293,52,118,49,59,9,2,1,0
S01012708,291,106,89,53,31,10,2,2,0
S01012709,295,118,103,34,34,6,0,0,0
S01012710,354,171,104,41,28,7,0,1,0
S01012711,456,212,146,49,29,12,0,3,0
S01012712,314,63,132,42,55,18,4,0,0
S01012713,334,115,114,47,37,14,4,1,0
S01012714,279,64,128,46,36,4,2,0,0
S01012715,361,178,124,31,26,7,1,0,0
S01012716,380,143,150,30,38,13,4,1,0
S01012717,659,380,201,32,26,10,5,1,0
S01012718,458,205,163,42,31,12,2,3,0
S01012719,547,288,157,50,35,13,0,0,0
S01012720,277,180,68,23,9,1,0,0,0
S01012721,283,95,107,45,24,10,2,0,0
S01012722,387,213,97,44,23,8,2,0,0
S01012723,364,199,89,44,24,10,0,1,0
S01012724,395,199,111,34,34,11,1,0,0
S01012725,467,236,125,44,45,14,2,1,0
S01012726,265,74,92,48,39,11,2,1,0
S01012727,256,77,78,43,35,14,5,1,3
S01012728,326,111,89,46,45,20,7,6,0
S01012729,340,97,122,68,37,15,0,0,0
S01012730,261,107,80,35,26,11,4,0,0
S01012731,324,96,97,72,44,10,0,3,0
S01012732,277,85,106,41,38,6,3,0,1
S01012733,872,101,290,187,221,59,13,1,0
S01012734,192,9,60,43,58,18,2,0,0
S01012735,215,84,65,33,25,5,0,0,0
S01012736,387,101,122,72,60,28,3,0,1
S01012737,315,86,92,75,50,11,1,0,0
S01012738,251,78,89,35,33,11,4,0,1
S01012739,292,27,88,68,90,21,4,3,0
S01012740,329,40,82,71,94,32,6,3,4
S01012741,262,115,93,36,14,3,1,0,0
S01012742,274,57,133,36,38,8,0,1,0
S01012743,231,58,107,29,28,2,1,0,0
S01012744,268,70,115,45,31,3,0,0,0
S01012745,438,89,162,81,77,25,3,1,0
S01012746,301,74,111,64,34,14,1,0,0
S01012747,338,88,131,54,43,14,7,0,0
S01012748,358,121,108,69,39,12,7,0,1
S01012749,383,137,119,62,43,18,3,0,1
S01012750,389,138,126,69,33,19,4,0,0
S01012751,414,187,122,65,33,3,3,0,1
S01012752,331,88,133,61,46,7,0,0,2
S01012753,215,75,82,30,19,6,1,2,0
S01012754,268,81,89,62,18,6,2,0,0
S01012755,251,160,50,15,15,6,0,0,1
S01012756,261,138,86,22,6,4,1,1,0
S01012757,204,86,64,31,15,3,1,0,0
S01012758,272,102,85,51,19,14,1,0,0
S01012759,357,152,108,50,34,8,3,0,0
S01012760,426,157,125,86,33,16,4,3,2
S01012761,354,164,126,44,13,5,3,0,0
S01012762,298,100,117,50,18,12,1,0,0
S01012763,189,71,57,38,16,6,0,0,0
S01012764,335,127,108,51,36,10,1,0,0
S01012765,290,81,116,58,25,13,0,0,0
S01012766,364,111,110,64,61,14,4,2,0
S01012767,221,45,100,31,31,8,2,1,0
S01012768,292,69,131,52,35,3,1,0,0
S01012769,145,33,49,27,23,13,2,0,0
S01012770,413,166,130,64,36,11,1,4,0
S01012771,295,125,105,35,16,13,2,1,0
S01012772,286,98,82,65,30,8,2,1,0
S01012773,416,153,147,61,44,8,2,0,0
S01012774,418,173,138,69,25,13,1,0,0
S01012775,208,88,79,22,10,1,1,0,0
S01012776,309,111,120,47,24,8,2,0,0
S01012777,390,112,116,75,65,16,4,2,1
S01012778,282,79,83,68,41,10,1,0,0
S01012779,228,85,75,35,24,6,2,0,1
S01012780,318,135,100,45,19,14,7,0,1
S01012781,414,182,133,57,41,3,0,0,2
S01012782,257,112,69,53,16,4,4,0,0
S01012783,326,120,122,47,30,6,1,0,0
S01012784,345,150,112,50,30,2,2,0,0
S01012785,370,213,90,40,16,11,3,0,0
S01012786,365,219,90,37,16,2,2,2,0
S01012787,218,63,87,37,20,7,5,1,0
S01012788,272,89,80,47,33,19,5,1,0
S01012789,331,126,103,52,35,12,4,0,0
S01012790,315,144,96,40,29,8,4,0,0
S01012791,336,99,137,44,46,7,2,2,0
S01012792,486,269,144,43,20,10,0,0,0
S01012793,364,205,98,32,23,6,1,0,2
S01012794,395,232,122,26,13,5,1,0,0
S01012795,450,171,141,67,41,24,3,0,0
S01012796,326,103,98,67,43,16,5,0,2
S01012797,286,85,86,52,47,15,0,0,2
S01012798,457,143,147,79,71,15,1,0,0
S01012799,424,172,137,47,48,14,2,3,0
S01012800,387,141,142,42,40,17,5,1,0
S01012801,249,132,90,15,6,6,0,1,0
S01012802,208,28,95,27,32,22,1,1,0
S01012803,258,62,111,42,34,8,0,0,0
S01012804,330,134,101,51,36,9,3,0,0
S01012805,365,110,115,68,44,19,4,0,0
S01012806,333,86,99,66,62,12,4,0,1
S01012807,229,32,89,42,46,15,3,2,2
S01012808,905,295,246,164,158,36,7,0,2
S01012809,341,179,98,39,19,8,0,0,0
S01012810,433,254,103,43,23,6,4,0,0
S01012811,387,158,149,43,28,6,1,0,2
S01012812,284,114,99,38,20,14,2,0,0
S01012813,406,99,176,55,60,15,1,0,0
S01012814,335,83,122,70,38,17,2,2,0
S01012815,338,56,86,78,89,19,9,1,0
S01012816,231,62,72,30,51,13,1,1,0
S01012817,175,12,40,62,40,15,5,0,1
S01012818,275,35,86,54,74,21,2,3,0
S01012819,356,158,109,50,25,6,2,1,1
S01012820,1554,153,426,403,434,113,17,8,0
S01012821,264,34,72,54,62,24,7,4,4
S01012822,233,123,66,26,19,5,0,0,0
S01012823,283,51,84,72,58,16,4,0,3
S01012824,267,80,80,43,45,14,11,0,2
S01012825,252,126,76,27,19,4,0,0,0
S01012826,226,70,60,52,32,11,1,1,2
S01012827,238,36,51,49,68,26,4,2,1
S01012828,361,88,107,68,80,22,3,0,0
S01012829,341,112,102,67,41,13,6,0,0
S01012830,320,108,105,57,33,15,3,0,1
S01012831,340,155,108,38,28,4,5,1,0
S01012832,253,79,67,45,38,16,8,1,2
S01012833,318,111,95,48,40,18,4,0,2
S01012834,309,103,110,49,32,11,0,1,0
S01012835,428,178,130,68,33,15,2,0,2
S01012836,236,35,70,42,65,15,3,0,2
S01012837,292,153,63,33,29,18,2,1,0
S01012838,368,184,95,50,30,7,2,0,0
S01012839,289,102,115,38,32,2,0,0,0
S01012840,309,44,102,66,71,18,3,0,1
S01012841,251,73,119,33,20,4,0,0,1
S01012842,213,60,89,35,25,4,0,0,0
S01012843,350,73,132,57,57,23,6,0,4
S01012844,253,45,94,49,40,16,4,0,0
S01012845,340,108,128,39,40,20,3,0,1
S01012846,513,289,163,38,23,0,0,0,0
S01012847,271,116,85,30,33,5,4,0,0
S01012848,254,50,73,47,63,18,4,3,0
S01012849,356,159,122,43,25,9,3,0,0
S01012850,329,110,122,52,30,9,5,1,0
S01012851,380,133,133,59,40,11,1,0,0
S01012852,299,62,138,41,36,17,4,1,0
S01012853,342,93,145,54,33,10,5,0,0
S01012854,371,142,151,56,18,7,1,0,0
S01012855,265,91,95,38,37,5,1,0,2
S01012856,712,302,244,101,46,15,0,0,0
S01012857,456,243,137,46,19,9,0,0,0
S01012858,446,291,102,29,15,4,2,0,0
S01012859,542,265,155,60,36,19,5,2,0
S01012860,391,162,126,49,40,12,2,0,0
S01012861,319,120,117,35,36,8,2,0,1
S01012862,299,168,81,22,22,3,5,0,0
S01012863,473,314,105,36,13,2,1,0,0
S01012864,435,271,114,35,14,3,0,1,0
S01012865,414,207,122,46,32,4,5,0,0
S01012866,393,173,137,47,22,9,5,0,0
S01012867,404,206,132,48,13,0,3,1,0
S01012868,303,166,78,34,15,6,1,0,0
S01012869,251,92,77,35,32,9,3,3,1
S01012870,448,184,151,57,49,7,0,0,0
S01012871,385,137,156,51,35,5,3,4,0
S01012872,329,114,100,59,38,13,4,0,0
S01012873,325,104,134,63,23,6,2,0,0
S01012874,390,157,112,63,39,10,0,3,0
S01012875,271,104,87,52,20,3,2,0,0
S01012876,478,174,140,84,55,19,4,4,0
S01012877,330,104,106,59,52,7,2,0,0
S01012878,560,138,212,110,81,25,3,0,0
S01012879,332,100,134,48,44,5,1,0,0
S01012880,380,95,159,57,46,17,0,1,0
S01012881,421,178,135,51,42,12,5,1,0
S01012882,225,79,70,36,29,8,3,0,0
S01012883,293,173,76,29,14,1,0,0,0
S01012884,269,166,48,26,24,3,0,2,0
