Intermediate Zone - Data Zone 2011,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01007111,225,71,94,28,26,5,0,0,0
S01007112,227,63,94,34,26,7,0,1,1
S01007113,241,93,84,23,28,8,6,0,0
S01007114,385,120,146,58,53,9,0,0,0
S01007115,251,71,97,40,31,8,3,1,0
S01007116,321,43,111,72,74,20,1,0,0
S01007117,180,42,83,17,26,4,3,2,0
S01007118,284,86,106,53,30,7,1,1,0
S01007119,322,119,115,52,29,3,0,0,0
S01007120,500,203,169,70,43,13,2,0,0
S01007121,320,207,69,17,18,8,2,0,0
S01007122,295,150,83,28,19,12,2,0,0
S01007123,345,136,129,44,27,6,4,0,0
S01007124,385,119,140,89,28,10,3,1,0
S01007125,394,171,116,43,47,12,5,0,0
S01007126,437,186,108,76,50,16,4,1,0
S01007127,523,329,94,43,38,13,5,0,2
S01007128,405,199,120,54,19,10,1,0,0
S01007129,372,80,160,54,64,14,1,3,0
S01007130,279,109,104,41,23,5,2,0,0
S01007131,344,122,115,58,39,11,0,0,0
S01007132,299,83,132,38,39,5,2,0,0
S01007133,263,73,106,50,28,8,0,1,0
S01007134,293,97,115,36,24,11,5,0,0
S01007135,209,45,87,38,30,7,1,1,0
S01007136,217,26,87,40,37,19,6,0,2
S01007137,248,28,68,64,67,17,4,0,0
S01007138,249,66,92,34,38,14,4,0,2
S01007139,299,79,108,53,41,13,3,3,0
S01007140,462,93,193,81,63,25,6,0,1
S01007141,448,65,175,84,93,20,6,0,0
S01007142,344,37,99,85,88,27,10,0,0
S01007143,209,26,53,48,68,14,0,0,0
S01007144,465,142,245,39,24,6,2,1,0
S01007145,469,175,186,54,37,12,4,0,0
S01007146,327,108,118,50,35,14,5,0,0
S01007147,308,83,137,43,35,8,2,0,0
S01007148,206,44,96,34,26,4,0,0,0
S01007149,236,65,111,31,19,8,1,1,0
S01007150,376,142,163,34,27,6,0,2,0
S01007151,492,118,179,97,74,20,1,1,2
S01007152,232,80,82,29,30,6,2,0,0
S01007153,302,93,121,45,37,6,1,0,0
S01007154,460,273,128,32,18,2,0,0,0
S01007155,315,126,116,42,25,4,0,2,0
S01007156,322,94,134,49,36,7,2,0,0
S01007157,283,91,105,51,31,4,0,0,0
S01007158,378,99,150,59,51,16,0,1,0
S01007159,587,237,209,76,50,15,3,0,0
S01007160,402,166,131,55,41,7,0,0,0
S01007161,344,129,115,57,27,10,3,3,0
S01007162,274,137,79,29,22,4,1,0,0
S01007163,412,141,147,67,45,10,1,3,0
S01007164,287,109,119,26,27,5,0,0,0
S01007165,336,101,138,44,33,11,5,1,0
S01007166,318,113,121,39,32,9,0,0,0
S01007167,332,77,150,51,45,8,1,0,0
S01007168,395,93,185,54,50,12,1,0,0
S01007169,321,94,128,48,42,4,4,0,0
S01007170,302,72,146,37,32,16,2,0,2
S01007171,549,154,224,81,67,15,5,0,1
S01007172,452,128,218,53,40,10,5,1,0
S01007173,334,64,136,61,60,12,1,0,0
S01007174,391,100,123,69,76,19,4,0,0
S01007175,307,87,121,58,27,11,4,0,0
S01007176,289,89,97,57,38,3,3,1,0
S01007177,286,126,97,27,26,8,0,0,0
S01007178,406,221,95,43,29,19,1,0,0
S01007179,381,114,175,48,36,6,2,0,0
S01007180,374,122,148,52,46,4,2,0,0
S01007181,291,81,137,40,23,7,3,0,0
S01007182,500,241,169,46,36,4,3,0,1
S01007183,573,259,206,66,35,5,4,0,0
S01007184,597,356,155,48,30,8,0,0,0
S01007185,441,241,119,39,27,12,0,1,1
S01007186,333,215,64,23,22,5,0,0,2
S01007187,448,269,126,34,14,3,2,2,0
S01007188,336,178,105,29,17,6,1,0,0
S01007189,474,263,135,29,34,8,2,0,0
S01007190,372,126,154,51,33,6,2,0,0
S01007191,211,58,80,35,31,3,1,0,0
S01007192,534,189,183,64,72,12,5,4,0
S01007193,270,66,87,60,43,15,1,0,0
S01007194,226,75,81,38,20,8,3,0,1
S01007195,266,97,88,42,27,8,4,0,0
S01007196,387,109,121,68,73,10,4,0,0
S01007197,274,114,82,37,26,17,2,0,0
S01007198,232,83,83,33,23,7,3,0,0
S01007199,287,99,75,46,37,15,7,4,2
S01007200,417,175,134,53,35,14,4,0,0
S01007201,346,153,112,30,42,8,1,0,0
S01007202,347,135,119,56,33,5,1,1,0
S01007203,197,49,78,33,29,5,1,1,0
S01007204,440,146,173,51,53,13,3,0,0
S01007205,268,62,115,39,37,12,2,0,0
S01007206,205,115,63,12,10,4,0,0,0
S01007207,424,167,160,53,31,9,1,5,0
S01007208,593,333,164,54,27,12,2,1,0
S01007209,378,220,93,34,18,10,0,0,1
S01007210,356,184,95,55,11,7,1,2,0
S01007211,501,240,141,65,36,11,4,1,0
S01007212,204,81,81,20,20,3,0,0,0
S01007213,401,166,149,37,32,8,5,1,0
S01007214,443,296,96,31,17,2,0,1,0
S01007215,336,195,95,18,18,10,0,0,0
S01007216,362,102,140,49,49,15,2,1,0
S01007217,451,177,151,71,33,12,0,0,0
S01007218,353,81,164,40,43,17,4,0,0
S01007219,341,146,100,45,42,4,4,0,0
S01007220,363,159,99,47,43,10,0,2,0
S01007221,405,109,141,66,62,24,2,0,2
S01007222,299,81,130,52,30,5,0,0,0
S01007223,227,46,89,43,38,6,1,0,0
S01007224,271,85,105,41,28,7,2,2,0
S01007225,365,96,156,55,40,16,3,1,0
S01007226,345,89,174,35,36,9,4,0,0
S01007227,434,154,162,63,42,15,2,0,0
S01007228,263,74,126,34,20,7,1,0,1
S01007229,482,112,217,65,54,26,8,0,0
S01007230,344,143,98,51,34,12,4,2,0
S01007231,360,177,103,34,30,9,2,0,0
S01007232,420,243,106,48,15,9,3,0,0
S01007233,309,107,115,49,28,12,1,0,0
S01007234,254,82,78,32,41,14,5,2,0
S01007235,458,248,130,30,37,9,0,0,0
S01007236,304,124,95,45,30,7,2,1,0
S01007237,311,121,131,33,19,8,2,0,0
S01007238,413,146,193,36,27,7,2,0,0
S01007239,406,104,181,44,48,22,1,2,0
S01007240,281,79,130,34,30,6,2,0,0
S01007241,268,58,127,49,25,7,1,1,0
S01007242,448,140,179,53,59,16,2,1,0
S01007243,280,71,116,38,38,7,3,0,0
S01007244,337,98,159,43,32,3,2,0,0
S01007245,324,115,126,49,22,9,1,0,2
S01007246,377,88,181,51,49,8,0,0,0
S01007247,310,89,141,35,29,14,2,0,1
S01007248,314,75,142,47,37,11,7,0,0
S01007249,209,79,75,23,18,8,4,1,0
S01007250,411,222,118,36,24,7,4,0,0
S01007251,252,120,75,24,27,6,0,0,0
S01007252,323,97,122,55,32,9,2,1,0
S01007253,586,153,274,66,76,15,0,0,0
S01007254,367,185,106,49,19,2,2,1,0
S01007255,398,181,135,38,28,11,2,0,0
S01007256,429,222,114,47,26,17,2,1,0
S01007257,277,123,95,27,21,6,3,2,0
S01007258,363,167,98,43,39,15,0,0,0
S01007259,439,210,118,57,36,13,2,2,1
S01007260,415,197,136,47,24,11,3,1,0
S01007261,382,128,157,58,30,7,0,3,0
S01007262,339,123,137,41,24,10,4,2,0
S01007263,353,129,162,37,25,4,0,0,0
S01007264,333,123,127,43,36,4,0,1,0
S01007265,476,204,153,57,39,11,8,0,0
S01007266,300,103,109,43,33,6,3,0,0
S01007267,250,63,112,30,33,9,0,0,1
S01007268,277,87,106,37,37,8,1,0,0
S01007269,180,58,77,23,13,5,1,0,0
S01007270,243,80,91,28,32,11,1,0,0
S01007271,463,187,173,51,41,7,3,0,0
S01007272,445,205,138,56,31,10,5,0,0
S01007273,290,94,115,42,29,4,0,1,1
S01007274,481,306,103,38,27,4,2,1,0
S01007275,250,80,107,23,27,9,5,1,0
S01007276,416,127,157,66,47,15,3,0,2
S01007277,332,82,155,48,36,7,0,0,0
S01007278,232,67,102,26,26,5,2,0,0
S01007279,257,58,124,37,34,6,1,0,1
S01007280,247,71,108,24,26,10,6,0,1
S01007281,371,107,153,51,43,13,3,6,0
S01007282,245,82,86,33,30,9,3,0,0
S01007283,468,178,201,47,33,7,2,1,0
S01007284,423,174,144,45,35,21,2,2,0
S01007285,435,130,192,46,47,18,4,0,0
S01007286,496,193,180,46,56,17,6,1,0
S01007287,307,127,115,28,21,12,5,0,0
S01007288,303,110,115,31,43,7,0,2,0
S01007289,352,90,141,61,40,13,8,0,0
S01007290,436,159,111,69,70,21,4,1,0
S01007291,330,170,98,29,24,10,0,1,1
S01007292,305,94,128,46,29,7,3,0,0
S01007293,300,114,79,56,36,10,3,1,0
S01007294,375,123,130,55,42,15,5,1,0
S01007295,248,152,55,28,7,5,1,0,0
S01007296,382,273,82,10,7,6,0,0,0
S01007297,442,219,130,40,41,7,4,1,0
S01007298,251,104,83,37,25,1,1,1,0
S01007299,375,178,118,38,36,5,2,0,0
S01007300,234,118,74,27,13,2,0,0,0
S01007301,544,154,204,81,75,18,8,2,0
S01007302,286,115,106,31,23,9,0,0,0
S01007303,441,136,164,69,47,18,3,0,1
S01007304,345,121,144,30,35,16,2,0,0
S01007305,342,106,136,48,45,10,0,0,0
S01007306,366,114,152,42,42,12,7,0,0
S01007307,396,99,169,68,38,12,6,0,1
S01007308,380,125,173,38,26,9,6,2,1
S01007309,344,99,167,44,21,9,4,0,1
S01007310,424,156,188,47,23,7,1,3,0
S01007311,343,122,120,39,44,17,1,0,0
S01007312,358,107,184,32,26,8,1,2,0
S01007313,503,165,218,61,42,10,2,3,1
S01007314,310,99,134,39,29,13,0,0,2
S01007315,375,157,126,47,40,9,0,0,0
S01007316,461,250,128,29,38,11,4,2,0
S01007317,389,147,122,48,56,15,0,1,0
S01007318,245,76,99,30,34,6,3,0,2
S01007319,388,196,119,34,33,6,0,0,0
S01007320,384,132,173,42,28,6,3,0,0
S01007321,313,99,152,30,25,9,1,0,0
S01007322,375,199,96,36,27,15,1,0,0
S01007323,241,108,95,20,14,1,0,0,0
S01007324,183,71,71,15,15,11,0,0,0
S01007325,398,154,148,39,43,16,4,3,0
S01007326,475,168,194,50,37,21,3,1,0
S01007327,349,163,102,34,40,16,0,0,0
S01007328,347,151,111,55,27,6,1,0,0
S01007329,372,129,146,44,32,12,8,0,1
S01007330,385,143,167,44,21,8,1,1,0
S01007331,481,144,192,78,43,15,4,1,0
S01007332,231,67,104,29,23,8,4,0,0
S01007333,338,146,120,33,28,9,1,1,0
S01007334,308,171,77,34,15,11,4,1,0
S01007335,418,200,127,40,41,9,0,0,0
S01007336,296,180,72,25,10,6,0,0,0
S01007337,378,230,95,23,29,3,1,0,0
S01007338,272,63,94,46,46,18,4,0,1
S01007339,316,144,101,30,33,6,1,1,0
S01007340,288,167,77,22,17,6,2,0,0
S01007341,374,166,154,26,10,11,3,0,0
S01007342,362,112,195,27,11,8,3,0,2
S01007343,323,117,123,42,25,9,7,0,0
S01007344,236,125,82,19,4,2,3,0,0
S01007345,264,138,60,32,17,8,3,2,0
S01007346,341,233,77,22,8,1,0,0,0
S01007347,353,216,78,24,24,8,4,0,0
S01007348,264,118,76,31,26,12,1,0,0
S01007349,186,57,68,34,18,6,2,4,0
S01007350,323,201,82,24,10,2,4,0,0
S01007351,405,183,154,25,31,5,2,0,0
S01007352,279,90,128,27,18,7,3,1,0
S01007353,318,93,149,40,26,8,5,0,0
S01007354,405,181,161,31,27,4,3,0,0
S01007355,528,191,230,55,36,13,2,2,0
S01007356,335,116,159,30,22,5,2,1,0
S01007357,372,149,157,34,30,4,1,0,0
S01007358,364,118,147,48,39,9,1,1,0
S01007359,412,145,159,50,50,9,0,0,0
S01007360,262,86,130,22,15,4,1,0,0
S01007361,502,228,183,51,29,9,2,2,0
S01007362,353,156,120,46,23,6,0,0,2
S01007363,346,149,127,32,31,3,0,0,0
S01007364,417,199,124,44,42,10,1,0,0
S01007365,220,91,71,29,25,3,1,0,0
S01007366,278,150,70,35,21,1,0,1,0
S01007367,282,157,86,20,10,6,4,2,0
S01007368,244,96,68,29,38,11,4,1,0
S01007369,367,171,128,24,31,8,2,0,1
S01007370,358,173,119,36,22,2,3,0,0
S01007371,311,127,101,45,31,11,1,0,0
S01007372,407,170,157,44,27,7,6,2,0
S01007373,257,78,114,38,18,3,4,2,0
S01007374,206,63,83,35,23,5,0,1,0
S01007375,202,68,99,19,13,4,1,0,2
S01007376,366,135,126,56,31,10,1,0,2
S01007377,262,56,129,43,26,5,3,0,0
S01007378,209,58,94,29,16,9,2,1,0
S01007379,269,99,82,42,30,10,3,2,0
S01007380,235,74,74,36,34,11,1,1,1
S01007381,217,37,104,29,37,7,2,1,0
S01007382,282,91,106,37,34,11,1,1,1
S01007383,346,126,132,44,37,6,1,0,0
S01007384,354,104,128,57,51,14,0,0,0
S01007385,409,143,162,56,30,12,2,0,0
S01007386,336,80,157,37,44,20,1,0,0
S01007387,312,55,141,61,37,14,3,0,0
S01007388,250,54,108,44,31,9,1,0,0
S01007389,189,39,55,34,27,10,16,1,3
S01007390,189,32,52,51,39,10,0,0,0
S01007391,222,44,114,35,18,8,3,0,0
S01007392,209,65,97,23,22,4,0,0,0
S01007393,311,121,112,23,36,15,1,3,1
S01007394,348,168,118,33,20,8,1,0,0
S01007395,588,368,163,41,12,1,2,1,0
S01007396,429,259,122,35,7,4,1,1,0
S01007397,487,221,165,57,32,11,1,0,0
S01007398,279,101,81,45,35,11,3,0,0
S01007399,294,146,77,31,17,6,5,5,0
S01007400,347,162,116,30,26,11,2,0,0
S01007401,326,97,124,58,34,10,3,0,0
S01007402,260,70,107,43,28,5,5,0,0
S01007403,425,65,125,87,105,37,6,0,0
S01007404,243,70,106,31,27,8,2,0,0
S01007405,258,61,110,44,29,8,5,0,2
S01007406,288,67,138,34,28,15,2,1,0
S01007407,272,65,114,45,37,6,3,0,0
S01007408,248,88,86,41,26,8,0,0,0
S01007409,336,148,112,36,30,6,3,1,0
S01007410,290,98,93,46,32,13,5,0,2
S01007411,444,222,115,62,34,9,3,0,0
S01007412,199,58,84,27,22,4,0,0,0
S01007413,388,104,156,61,47,11,4,3,0
S01007414,246,27,94,54,55,12,4,0,0
S01007415,384,109,142,61,43,16,8,2,0
S01007416,219,51,77,49,21,14,7,0,0
S01007417,405,75,185,62,70,12,4,1,0
S01007418,287,91,108,39,34,12,2,1,0
S01007419,345,88,100,73,64,19,4,0,0
S01007420,281,41,96,65,60,15,6,1,1
S01007421,285,84,89,53,48,13,1,0,0
S01007422,278,105,94,39,24,10,2,0,0
S01007423,332,97,100,50,63,15,3,0,0
S01007424,340,85,153,49,39,10,2,1,0
S01007425,393,127,157,61,38,10,0,0,2
S01007426,445,200,147,51,31,12,2,1,0
S01007427,317,136,125,33,19,4,0,0,0
S01007428,477,244,151,49,26,6,0,1,0
S01007429,422,161,146,62,40,12,3,2,0
S01007430,203,89,79,15,12,5,3,0,0
S01007431,209,54,95,40,20,0,0,0,0
S01007432,409,118,174,64,34,11,2,0,0
S01007433,469,136,191,70,52,16,3,2,0
S01007434,233,101,72,36,21,3,0,0,0
S01007435,332,153,103,36,29,8,4,0,0
S01007436,361,196,101,45,13,7,1,1,0
S01007437,225,121,63,18,16,3,4,0,0
S01007438,343,171,107,40,19,5,1,0,0
S01007439,338,135,133,36,19,9,5,0,0
S01007440,299,112,104,42,34,8,1,0,0
S01007441,229,60,106,39,17,2,1,0,0
S01007442,202,40,116,31,11,2,1,0,0
S01007443,383,126,144,52,49,9,3,0,0
S01007444,476,160,167,70,56,19,0,0,1
S01007445,268,54,116,52,38,8,0,0,0
S01007446,185,27,92,27,28,6,3,0,0
S01007447,219,61,95,26,28,7,0,1,1
S01007448,439,118,196,81,36,9,1,0,0
S01007449,444,172,172,57,26,12,5,0,0
S01007450,335,143,101,50,21,15,2,0,0
S01007451,292,116,112,32,20,4,3,1,0
S01007452,531,133,188,97,79,24,4,2,1
S01007453,276,25,91,69,72,13,5,0,1
S01007454,204,44,73,30,28,18,6,0,2
S01007455,377,133,109,70,46,11,6,1,0
S01007456,384,168,126,56,30,4,4,1,0
S01007457,450,172,157,66,39,6,7,1,0
S01007458,223,65,96,28,25,4,3,0,0
S01007459,293,92,134,43,20,5,1,0,0
S01007460,411,184,155,35,27,9,3,1,0
S01007461,361,203,92,31,25,7,3,0,0
S01007462,367,165,116,48,28,11,1,1,0
S01007463,415,128,122,52,66,28,13,3,0
S01007464,339,158,99,49,27,8,2,0,0
S01007465,376,176,111,45,29,18,3,1,0
S01007466,601,394,127,51,18,1,5,0,0
S01007467,521,259,157,60,33,10,2,0,0
S01007468,297,115,134,25,19,3,0,0,0
S01007469,384,105,138,83,38,12,7,0,0
S01007470,324,146,101,35,31,7,3,0,1
S01007471,201,66,72,40,21,3,0,0,0
S01007472,269,98,89,42,31,10,2,0,0
S01007473,224,103,81,26,15,0,0,0,0
S01007474,216,50,101,31,24,8,0,0,0
S01007475,356,108,124,60,47,13,0,0,0
S01007476,348,114,133,56,35,6,0,0,1
S01007477,239,96,89,18,22,11,0,0,0
S01007478,475,210,150,67,38,7,0,0,1
S01007479,284,120,88,45,23,7,1,0,0
S01007480,331,128,110,40,48,6,2,0,0
S01007481,447,156,188,46,44,10,3,0,0
S01007482,239,118,76,25,12,8,0,0,0
S01007483,290,109,84,44,42,15,0,0,0
S01007484,263,137,81,23,15,0,4,1,0
S01007485,193,105,52,27,3,2,1,0,0
S01007486,313,116,103,48,34,8,3,3,2
S01007487,414,267,77,37,19,13,1,0,0
S01007488,484,219,153,51,45,13,3,2,0
S01007489,394,152,145,56,28,14,0,0,0
S01007490,420,161,132,63,45,13,5,1,0
S01007491,496,181,150,70,69,18,4,2,0
S01007492,264,93,105,37,22,6,1,0,0
S01007493,365,145,134,56,26,6,0,0,0
S01007494,242,73,105,25,20,11,2,0,0
S01007495,331,88,137,44,48,10,3,2,0
S01007496,418,152,197,31,25,6,3,0,0
S01007497,293,101,118,37,25,8,1,3,0
S01007498,368,153,137,45,26,8,0,0,0
S01007499,414,142,165,52,32,10,5,1,0
S01007500,288,117,120,27,12,8,1,0,0
S01007501,334,116,150,37,17,8,5,0,2
S01007502,207,74,86,26,13,8,0,0,0
S01007503,468,182,173,63,33,12,2,0,0
S01007504,315,126,132,27,18,10,2,0,0
S01007505,177,57,87,13,10,5,2,0,1
S01007506,270,99,110,28,23,5,2,1,0
S01007507,461,211,156,45,30,13,2,0,0
S01007508,331,126,134,36,22,11,2,0,0
S01007509,285,84,143,28,22,7,4,0,0
S01007510,484,175,214,39,31,14,8,2,0
S01007511,389,164,149,46,17,9,2,0,0
S01007512,254,114,96,15,21,7,0,0,2
S01007513,473,200,156,59,45,12,1,0,0
S01007514,257,122,75,32,19,5,1,0,2
S01007515,295,88,121,34,36,13,2,0,1
S01007516,269,112,75,33,30,12,4,0,0
S01007517,235,103,99,17,12,1,3,0,0
S01007518,364,149,116,40,43,11,5,1,0
S01007519,212,74,120,9,6,1,0,0,0
S01007520,485,161,215,52,43,10,8,0,0
S01007521,219,63,105,22,19,8,1,0,4
S01007522,499,202,196,53,39,10,5,1,0
S01007523,247,70,100,33,29,6,2,1,2
S01007524,399,109,182,48,35,17,4,2,2
S01007525,274,92,102,34,34,9,0,0,0
S01007526,394,228,103,37,22,1,2,1,0
S01007527,436,173,182,32,33,9,3,1,0
S01007528,348,178,100,36,24,9,2,0,1
S01007529,319,127,133,25,28,4,1,0,0
S01007530,247,74,106,31,22,7,2,0,2
S01007531,308,96,153,36,15,5,1,0,1
S01007532,245,83,101,26,31,6,2,2,0
S01007533,188,65,71,25,17,7,3,0,0
S01007534,444,165,170,59,31,18,4,0,1
S01007535,484,192,177,55,39,17,5,0,1
S01007536,450,190,140,55,50,11,5,2,1
S01007537,543,243,208,42,31,10,3,2,1
S01007538,363,99,156,39,49,11,2,2,2
S01007539,306,104,123,35,32,12,0,0,0
S01007540,484,229,162,49,37,7,0,0,0
S01007541,380,149,150,40,34,7,0,3,0
S01007542,445,208,143,47,37,9,2,0,0
S01007543,499,198,179,73,37,12,2,0,0
S01007544,520,172,257,48,31,3,3,3,1
S01007545,367,111,157,52,37,9,0,1,0
S01007546,227,64,93,29,28,10,3,0,0
S01007547,297,91,130,37,31,5,6,0,0
S01007548,295,88,116,48,35,9,0,1,0
S01007549,330,95,153,37,28,12,5,2,0
S01007550,466,178,200,41,28,16,3,0,0
S01007551,345,109,153,42,30,11,3,0,0
S01007552,439,174,141,47,59,12,0,2,0
S01007553,359,127,120,46,45,15,3,0,0
S01007554,231,104,88,20,17,3,2,4,0
S01007555,265,88,115,27,26,6,3,0,0
S01007556,241,126,63,29,16,8,0,0,0
S01007557,471,135,192,73,51,13,4,0,0
S01007558,203,81,76,24,18,3,5,1,1
S01007559,319,100,139,34,33,9,2,0,0
S01007560,488,209,169,55,40,10,2,0,0
S01007561,366,162,116,48,25,12,2,0,0
S01007562,364,117,150,47,32,15,4,1,0
S01007563,370,133,146,46,28,12,3,0,0
S01007564,325,93,149,36,39,5,3,0,0
S01007565,444,117,193,70,41,19,3,1,0
S01007566,264,58,128,39,27,10,2,0,0
S01007567,238,45,115,44,22,7,3,0,0
S01007568,305,90,133,52,24,5,2,0,0
S01007569,363,96,176,42,34,12,0,0,0
S01007570,448,122,168,78,51,20,7,0,0
S01007571,238,69,107,19,29,5,5,0,1
S01007572,473,164,174,68,51,15,3,0,0
S01007573,343,62,109,87,60,21,0,2,0
S01007574,425,135,177,56,44,11,2,0,0
S01007575,407,245,119,25,18,0,2,0,0
S01007576,281,144,75,29,18,14,2,3,0
S01007577,345,149,94,56,25,11,5,0,0
S01007578,368,186,93,46,38,3,1,0,0
S01007579,301,134,86,42,30,5,0,0,0
S01007580,300,96,83,53,38,21,4,5,0
S01007581,226,69,81,43,18,9,4,5,0
S01007582,334,141,113,51,20,6,4,0,0
S01007583,545,290,137,74,32,12,2,0,0
S01007584,290,111,99,36,27,11,5,1,0
S01007585,461,161,180,57,51,11,2,0,0
S01007586,376,148,129,62,30,9,0,0,0
S01007587,322,142,112,35,21,11,1,0,0
S01007588,372,106,156,59,43,6,2,1,0
S01007589,407,206,141,33,20,5,0,0,0
S01007590,287,98,101,44,37,9,2,1,0
S01007591,279,117,100,37,18,8,1,0,0
S01007592,359,202,91,37,18,6,1,0,0
S01007593,488,160,188,64,57,14,4,1,0
S01007594,327,91,144,34,44,6,4,4,0
S01007595,448,147,191,50,41,6,6,0,8
S01007596,227,89,98,23,9,2,4,0,0
S01007597,257,58,136,34,20,6,2,1,0
S01007598,268,74,123,30,28,8,0,0,2
S01007599,407,127,157,67,32,14,4,0,0
S01007600,498,266,140,51,27,8,2,0,0
S01007601,322,137,102,46,30,3,1,0,0
S01007602,272,82,108,50,23,13,1,0,0
S01007603,315,73,137,38,55,16,2,1,0
S01007604,385,111,182,53,32,6,0,0,0
S01007605,362,108,154,56,36,8,0,0,0
S01007606,322,148,109,28,32,5,0,0,0
S01007607,276,82,106,53,30,6,0,1,0
S01007608,356,98,150,50,48,7,2,0,0
S01007609,462,189,148,68,45,10,1,1,0
S01007610,248,102,85,33,18,5,3,0,0
S01007611,599,412,119,44,14,10,1,0,0
S01007612,754,487,161,58,32,8,5,0,4
S01007613,319,122,117,36,28,16,1,0,0
S01007614,409,134,170,48,41,18,0,1,0
S01007615,505,225,166,65,35,10,3,1,0
S01007616,418,252,111,35,12,7,0,1,0
S01007617,221,71,87,41,22,2,0,0,0
S01007618,229,85,79,41,13,10,2,0,0
S01007619,321,130,109,36,32,10,2,3,0
S01007620,281,98,128,27,19,5,5,0,0
S01007621,284,84,135,32,32,2,0,0,0
S01007622,246,89,87,34,27,8,0,1,0
S01007623,247,61,104,37,40,8,0,0,0
S01007624,261,69,105,50,29,7,0,0,0
S01007625,221,68,96,27,26,3,1,0,0
S01007626,270,84,97,45,38,4,1,0,0
S01007627,849,203,300,151,147,36,10,0,0
S01007628,292,93,116,42,30,10,0,0,0
S01007629,287,72,127,37,37,8,5,0,0
S01007630,392,107,168,66,36,12,1,1,0
S01007631,271,74,126,35,23,8,1,2,0
S01007632,468,177,195,49,36,9,2,0,0
S01007633,472,162,171,72,53,13,3,0,0
S01007634,294,72,125,44,38,10,3,0,0
S01007635,339,106,156,43,21,14,0,1,0
S01007636,517,251,164,38,51,10,3,0,1
S01007637,423,152,126,66,61,12,0,1,0
S01007638,426,196,149,48,28,5,3,0,1
S01007639,424,138,153,65,45,17,0,3,0
S01007640,306,96,129,37,33,10,5,0,1
S01007641,392,125,154,50,45,12,4,3,0
S01007642,461,221,174,27,29,8,1,0,0
S01007643,422,161,162,46,34,14,3,0,0
S01007644,404,156,156,55,27,10,0,0,0
S01007645,230,69,97,26,22,10,2,0,0
S01007646,263,88,121,33,19,1,2,0,0
S01007647,351,145,129,40,27,6,1,0,0
S01007648,373,157,137,33,39,6,1,0,0
S01007649,387,143,152,45,37,11,1,0,0
S01007650,418,141,178,57,24,13,2,2,0
S01007651,235,60,96,35,28,8,8,0,0
S01007652,266,92,100,48,22,4,1,2,0
S01007653,383,118,172,51,34,7,3,1,0
S01007654,526,207,191,69,40,15,2,0,2
S01007655,324,92,133,45,40,8,3,4,1
S01007656,346,107,137,40,47,11,4,0,0
S01007657,189,62,77,28,15,2,3,0,0
S01007658,213,62,101,21,15,7,2,1,0
S01007659,386,117,165,53,33,14,2,0,0
S01007660,413,186,132,44,38,11,1,1,0
S01007661,368,178,115,35,35,6,1,0,0
S01007662,496,266,147,48,28,6,2,0,0
S01007663,386,150,138,47,44,8,1,1,1
S01007664,277,133,81,31,23,8,0,1,0
S01007665,305,85,114,51,43,5,4,0,0
S01007666,174,43,81,24,23,5,0,0,0
S01007667,276,70,120,34,40,10,0,0,0
S01007668,461,181,161,64,45,14,3,0,0
S01007669,258,99,74,46,20,11,4,4,0
S01007670,314,119,108,36,36,12,2,0,0
S01007671,391,102,171,63,38,11,2,0,0
S01007672,394,84,208,43,42,17,2,0,0
S01007673,291,100,120,40,24,7,0,0,0
S01007674,367,153,123,53,29,7,0,0,0
S01007675,287,70,148,41,25,6,1,0,1
S01007676,277,79,116,39,21,16,5,0,0
S01007677,322,70,137,51,49,19,2,0,0
S01007678,366,175,111,40,24,6,8,0,0
S01007679,389,151,159,52,21,8,0,0,0
S01007680,361,112,157,45,38,9,5,0,0
S01007681,188,82,74,13,20,2,2,0,0
S01007682,399,136,141,58,43,9,6,4,0
S01007683,314,100,113,41,26,22,3,2,0
S01007684,366,110,168,43,35,7,2,2,0
S01007685,271,75,106,44,28,13,1,3,0
S01007686,315,109,121,36,36,3,3,0,1
S01007687,399,151,139,46,42,17,5,1,1
S01007688,551,266,182,55,29,11,10,0,0
S01007689,295,159,84,24,21,3,3,1,0
S01007690,397,180,113,55,24,13,5,2,5
S01007691,635,261,214,91,36,23,8,2,3
S01007692,412,170,138,51,34,16,5,0,1
S01007693,425,224,135,37,14,10,4,2,0
S01007694,533,238,155,55,44,38,4,1,2
S01007695,595,376,157,35,17,1,5,0,0
S01007696,439,234,112,41,40,12,0,0,0
S01007697,628,360,197,45,19,4,2,0,0
S01007698,556,313,147,34,32,20,7,1,2
S01007699,437,228,127,45,23,9,5,0,0
S01007700,435,139,176,56,48,11,4,0,2
S01007701,315,164,100,22,23,5,0,0,1
S01007702,281,127,89,39,14,10,2,1,0
S01007703,390,154,128,66,22,14,5,1,0
S01007704,488,263,97,49,42,24,2,0,0
S01007705,295,86,89,70,27,19,1,0,0
S01007706,422,121,178,62,41,13,4,2,0
S01007707,578,222,252,48,26,20,4,0,0
S01007708,380,230,84,20,22,15,3,2,4
S01007709,316,175,87,29,14,7,4,0,0
S01007710,436,204,145,45,26,10,2,0,0
S01007711,513,239,141,68,38,18,8,0,1
S01007712,362,179,118,39,15,8,4,2,0
S01007713,228,103,63,26,25,8,2,1,1
S01007714,377,196,94,57,22,6,1,1,0
S01007715,373,153,84,52,50,22,9,2,0
S01007716,596,390,135,32,22,8,9,1,4
