Data Zone 2011,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure
S01010038,574,132,5,35,90,439,427,6,5,0
S01010039,572,7,3,3,0,565,547,11,7,0
S01010040,476,51,4,8,36,426,410,11,5,2
S01010041,489,38,7,4,27,451,437,6,8,0
S01010042,561,53,2,13,36,510,494,19,2,0
S01010043,463,53,1,10,41,410,405,6,0,0
S01010044,623,131,9,27,95,490,490,0,0,2
S01010045,271,44,2,12,34,219,212,6,1,0
S01010046,650,189,15,31,141,411,408,1,0,52
S01010047,453,65,7,14,42,385,380,4,1,3
S01010048,971,466,25,137,308,493,488,5,0,16
S01010049,394,37,5,10,25,346,334,4,8,8
S01010050,718,232,17,93,119,484,477,5,2,4
S01010051,548,62,6,13,44,485,483,1,0,0
S01010052,643,50,4,8,39,589,576,5,5,2
S01010053,391,119,8,27,86,271,268,0,2,1
S01010054,330,201,14,77,110,118,116,2,0,11
S01010055,524,134,12,29,93,385,372,10,5,3
S01010056,282,77,17,36,21,196,193,3,0,9
S01010057,277,63,5,47,11,214,208,5,0,1
S01010058,344,194,12,86,94,148,146,2,0,1
S01010059,369,38,8,13,17,326,326,1,1,4
S01010060,480,97,11,42,44,378,372,4,2,5
S01010061,241,112,6,76,30,128,126,2,0,2
S01010062,412,132,10,91,31,279,275,4,0,0
S01010063,557,59,7,24,28,497,481,5,9,2
S01010064,235,90,4,45,42,144,143,0,0,1
S01010065,372,101,6,58,39,268,266,2,0,2
S01010066,343,160,7,89,64,182,179,3,0,1
S01010067,303,44,2,21,22,259,256,2,2,0
S01010068,768,332,42,142,150,436,431,3,3,0
S01010069,340,263,37,176,50,77,77,2,0,0
S01010070,232,226,68,156,7,6,5,2,0,0
S01010071,351,226,24,157,45,122,119,2,1,0
S01010072,353,209,9,162,38,144,144,0,0,0
S01010073,340,259,1,244,18,81,77,2,0,0
S01010074,300,264,46,136,82,36,34,2,0,0
S01010075,291,284,1,68,214,7,9,1,0,0
S01010076,265,250,4,62,180,19,18,1,0,0
S01010077,281,144,8,52,84,137,136,1,0,0
S01010078,225,220,105,74,38,5,5,0,0,0
S01010079,356,314,210,83,21,42,34,8,0,0
S01010080,292,283,61,196,29,9,7,4,0,0
S01010081,287,259,102,133,24,28,21,6,1,0
S01010082,389,228,123,100,13,161,151,10,0,0
S01010083,295,231,6,47,178,64,62,2,0,0
S01010084,407,307,4,88,218,100,96,4,0,0
S01010085,295,291,22,217,52,4,3,1,0,0
S01010086,387,297,8,95,194,87,87,0,0,0
S01010087,241,236,19,211,3,5,4,1,0,0
S01010088,1318,1221,891,222,106,96,95,2,0,0
S01010089,300,97,30,49,17,202,193,3,6,1
S01010090,375,295,142,106,49,75,75,3,2,1
S01010091,377,293,186,74,33,84,82,2,0,0
S01010092,388,211,24,64,123,177,174,1,0,0
S01010093,349,182,16,108,57,163,163,0,0,0
S01010094,276,259,22,172,68,17,17,0,0,0
S01010095,265,260,23,177,59,6,3,2,0,0
S01010096,278,252,50,82,120,26,25,0,0,0
S01010097,296,279,40,223,16,17,16,1,0,0
S01010098,273,265,4,222,40,3,3,0,0,0
S01010099,276,268,41,208,18,7,7,0,0,1
S01010100,352,323,101,213,9,28,27,1,0,2
S01010101,308,277,106,127,44,34,34,0,0,0
S01010102,258,248,109,102,37,10,9,0,1,0
S01010103,429,404,99,209,99,25,22,2,1,0
S01010104,357,293,87,104,102,63,60,0,2,1
S01010105,184,72,10,45,19,110,108,2,0,0
S01010106,101,95,2,69,24,6,5,1,0,0
S01010107,330,81,9,42,30,253,253,2,0,0
S01010108,340,242,6,63,173,98,98,0,0,0
S01010109,449,237,105,82,53,212,203,9,0,0
S01010110,438,131,2,107,22,307,303,4,0,0
S01010111,363,156,11,99,46,207,206,1,0,0
S01010112,496,226,8,176,42,269,266,3,0,1
S01010113,304,91,12,33,46,212,210,1,1,1
S01010114,365,95,10,49,36,270,270,0,0,0
S01010115,155,145,4,123,18,12,12,0,0,0
S01010116,564,457,71,220,164,109,106,3,0,0
S01010117,616,494,284,124,90,122,113,12,0,0
S01010118,304,140,17,63,62,164,162,4,0,0
S01010119,208,155,13,78,64,53,53,0,0,0
S01010120,491,204,18,112,74,282,280,2,0,1
S01010121,254,86,8,33,45,168,166,2,0,0
S01010122,224,109,7,79,23,116,116,0,0,0
S01010123,335,115,6,60,49,220,219,1,0,0
S01010124,282,14,2,1,10,272,262,5,1,0
S01010125,180,80,3,52,25,102,98,2,0,0
S01010126,318,246,27,86,137,72,71,0,0,0
S01010127,285,204,6,86,112,81,81,0,0,0
S01010128,225,15,2,3,9,209,209,0,0,2
S01010129,378,47,3,25,19,329,325,1,3,0
S01010130,378,212,45,119,48,166,162,2,2,0
S01010131,320,275,99,157,21,35,35,0,0,12
S01010132,461,152,10,46,96,287,285,3,0,16
S01010133,373,164,3,43,115,204,204,0,0,5
S01010134,571,191,10,73,106,375,373,3,1,3
S01010135,350,205,6,103,95,142,143,2,0,0
S01010136,374,272,19,111,142,102,97,5,0,0
S01010137,545,51,5,22,24,496,489,4,2,1
S01010138,569,100,11,50,36,466,465,1,0,0
S01010139,506,107,7,71,29,399,395,4,0,0
S01010140,413,136,12,74,50,279,268,7,0,1
S01010141,498,35,2,12,21,468,463,0,2,0
S01010142,375,109,15,53,45,266,260,3,4,0
S01010143,380,195,4,49,143,184,182,1,0,0
S01010144,346,56,10,31,18,287,284,5,0,3
S01010145,391,139,20,61,58,251,246,4,1,1
S01010146,370,82,3,47,30,294,287,1,4,0
S01010147,488,42,8,15,15,427,424,2,2,18
S01010148,542,252,119,72,65,278,277,2,0,12
S01010149,476,316,62,114,139,144,144,0,0,16
S01010150,395,145,9,97,39,229,227,3,0,25
S01010151,370,123,3,99,19,242,237,5,0,5
S01010152,378,120,5,111,3,258,257,1,0,0
S01010153,484,142,16,115,15,339,339,0,0,0
S01010154,456,147,7,102,38,311,308,0,0,0
S01010155,428,190,3,158,28,237,236,0,2,1
S01010156,252,94,7,69,18,155,149,4,2,0
S01010157,270,182,11,89,82,88,87,2,0,0
S01010158,421,161,6,113,42,260,256,4,0,0
S01010159,343,237,3,211,23,104,103,1,0,2
S01010160,269,14,4,11,3,251,250,0,1,0
S01010161,268,164,15,124,26,102,103,0,1,0
S01010162,331,35,1,16,18,299,298,0,1,0
S01010163,327,206,7,163,36,119,117,1,0,2
S01010164,291,218,2,202,10,76,76,0,0,0
S01010165,333,92,7,56,26,240,237,2,1,1
S01010166,476,400,56,96,254,73,73,0,0,0
S01010167,424,215,6,17,189,213,213,0,0,0
S01010168,224,93,15,53,25,131,130,1,0,0
S01010169,319,123,2,51,73,192,191,0,0,1
S01010170,238,131,3,12,116,107,106,2,0,0
S01010171,489,202,24,84,91,289,289,0,0,1
S01010172,494,25,2,12,11,469,465,4,0,0
S01010173,313,280,4,231,43,30,27,3,0,5
S01010174,242,150,24,86,42,89,82,7,0,2
S01010175,244,81,8,66,7,163,161,1,1,0
S01010176,363,116,1,101,12,251,246,1,0,0
S01010177,302,123,4,51,68,179,179,0,0,0
S01010178,369,193,20,53,122,172,171,0,0,2
S01010179,381,125,12,71,42,254,253,1,0,2
S01010180,301,228,54,151,27,72,72,0,0,0
S01010181,238,124,9,76,39,110,110,0,0,0
S01010182,298,199,53,121,25,99,99,0,0,0
S01010183,226,99,14,81,6,127,127,0,0,0
S01010184,287,153,15,118,21,135,135,0,0,0
S01010185,337,109,6,46,56,228,228,0,0,0
S01010186,241,230,92,109,33,10,10,0,0,1
S01010187,286,195,33,148,14,91,91,0,0,0
S01010188,731,669,421,176,73,53,50,2,1,9
S01010189,340,334,178,148,3,6,6,0,0,0
S01010190,273,262,215,44,3,11,10,0,0,0
S01010191,264,252,114,137,1,6,6,0,0,0
S01010192,291,281,163,83,35,10,10,0,0,0
S01010193,303,290,95,140,51,16,16,0,0,0
S01010194,264,223,4,98,125,37,36,1,0,0
S01010195,217,176,13,91,72,41,39,2,2,0
S01010196,275,126,7,49,70,149,149,0,0,0
S01010197,265,151,8,54,88,114,114,0,0,0
S01010198,367,128,9,56,64,239,237,2,0,0
S01010199,258,211,13,101,101,47,45,2,0,0
S01010200,295,214,9,126,80,81,79,1,0,0
S01010201,246,205,20,157,32,41,39,1,0,2
S01010202,384,79,8,41,32,303,302,1,0,2
S01010203,283,219,23,147,49,64,61,5,0,0
S01010204,342,61,4,42,16,281,281,0,0,0
S01010205,286,70,1,15,54,214,214,0,0,1
S01010206,0,0,0,0,0,0,0,0,0,0
S01010207,112,21,0,11,8,93,93,0,0,0
S01010208,542,32,3,10,17,509,505,1,4,0
S01010209,512,156,2,55,102,354,352,2,0,2
S01010210,409,193,5,89,99,216,208,9,0,0
S01010211,364,38,2,20,16,330,326,3,2,0
S01010212,684,97,6,25,67,585,578,6,0,2
S01010213,453,91,1,74,20,365,361,0,1,0
S01010214,393,373,61,222,87,22,22,0,0,1
S01010215,508,75,11,27,34,433,433,0,0,0
S01010216,324,33,4,11,13,291,289,1,1,0
S01010217,267,63,5,14,45,203,199,1,0,1
S01010218,553,16,4,5,5,537,531,3,3,0
S01010219,74,12,1,6,1,64,63,0,2,1
S01010220,270,4,1,1,3,266,254,10,4,0
S01010221,375,107,10,40,57,263,265,2,0,1
S01010222,382,50,11,11,26,332,330,2,0,0
S01010223,315,57,8,16,33,257,256,0,0,1
S01010224,517,188,22,95,74,325,318,4,4,3
S01010225,440,63,7,17,36,375,370,4,1,3
S01010226,0,0,0,0,0,0,0,0,0,0
S01010227,0,0,0,0,0,0,0,0,0,0
S01010228,562,153,13,93,47,409,403,6,0,0
S01010229,588,159,11,104,44,429,426,3,0,0
S01010230,648,45,11,10,26,600,592,3,4,4
S01010231,492,98,10,46,45,392,390,4,0,0
S01010232,323,119,8,79,32,204,204,0,0,0
S01010233,361,91,8,58,25,270,270,2,2,0
S01010234,570,3,0,0,2,564,561,2,0,1
S01010235,399,8,2,3,2,391,389,0,0,0
S01010236,380,53,6,11,36,327,304,23,0,0
S01010237,345,3,0,1,2,342,342,0,0,0
S01010238,401,7,2,3,2,394,393,1,0,0
S01010239,419,14,0,4,10,405,399,3,3,0
S01010240,400,9,2,3,3,392,391,0,0,0
S01010241,621,25,4,5,16,596,586,10,0,0
S01010242,394,21,0,14,7,367,366,1,0,6
S01010243,583,10,0,4,5,572,570,2,0,2
S01010244,344,21,3,9,9,309,305,0,4,11
S01010245,407,133,18,57,58,269,269,0,0,5
S01010246,423,79,6,52,21,343,343,0,0,1
S01010247,409,277,5,144,130,129,129,0,0,3
S01010248,455,4,0,0,1,453,453,0,0,0
S01010249,401,5,0,2,3,392,389,3,0,0
S01010250,389,6,0,3,1,380,375,2,4,0
S01010251,316,20,0,11,12,292,293,2,0,0
S01010252,289,46,6,6,34,243,223,19,2,0
S01010253,359,14,2,6,7,345,341,4,0,0
S01010254,528,41,1,8,34,487,482,4,1,0
S01010255,465,70,13,22,32,394,388,5,1,1
S01010256,541,8,0,0,6,535,532,0,0,0
S01010257,524,8,1,4,1,517,501,1,13,0
S01010258,410,14,0,1,12,396,392,1,1,0
S01010259,494,11,4,1,6,483,476,1,2,0
S01010260,759,8,0,5,3,751,705,10,38,0
S01010261,507,14,4,2,8,491,486,1,1,0
S01010262,520,9,2,5,4,511,501,6,4,0
S01010263,433,4,2,0,1,429,398,9,22,0
S01010264,585,5,1,0,4,584,562,0,16,0
S01010265,505,3,0,1,2,502,430,15,64,0
S01010266,286,11,4,2,3,275,271,4,2,0
S01010267,287,4,0,0,4,282,264,7,12,0
S01010268,431,13,6,4,4,418,390,25,1,0
S01010269,290,2,1,1,1,287,282,3,4,0
S01010270,836,9,2,3,3,827,811,7,9,0
S01010271,362,12,6,2,4,353,321,8,18,1
S01010272,732,19,5,4,10,710,684,4,18,0
S01010273,438,7,1,2,3,433,416,6,11,0
S01010274,380,12,2,4,5,371,354,8,11,0
S01010275,380,1,0,1,0,379,331,9,40,0
S01010276,587,7,0,3,3,580,569,7,4,0
S01010277,407,6,0,1,5,400,399,0,0,1
S01010278,364,12,0,0,12,352,351,1,0,0
S01010279,311,4,1,1,5,303,300,2,1,1
S01010280,485,18,4,2,11,467,426,29,11,0
S01010281,476,10,2,3,2,472,465,5,2,0
S01010282,597,2,0,0,2,592,585,6,1,1
S01010283,540,9,3,5,2,530,531,1,0,0
S01010284,689,14,0,2,8,675,656,15,4,0
S01010285,439,12,3,3,10,423,416,2,5,0
S01010286,463,7,1,4,2,452,444,4,4,0
S01010287,319,4,2,0,2,315,308,7,0,0
S01010288,438,33,6,7,20,405,356,45,4,0
S01010289,467,65,5,19,41,402,275,126,1,0
S01010290,382,20,2,3,15,366,336,31,2,0
S01010291,514,8,3,2,3,506,499,4,4,0
S01010292,395,4,1,0,2,391,389,0,3,0
S01010293,353,7,3,3,3,341,343,1,0,0
S01010294,266,5,2,2,2,261,261,0,0,0
S01010295,433,7,1,2,4,425,414,10,1,1
S01010296,282,15,0,3,8,270,267,3,0,0
S01010297,630,31,6,6,17,598,586,11,2,1
S01010298,505,28,3,3,22,474,460,11,4,0
S01010299,324,18,5,4,9,308,301,7,0,0
S01010300,494,28,3,8,17,466,454,9,3,0
S01010301,226,3,2,0,1,227,222,1,0,0
S01010302,380,33,6,8,19,347,329,15,5,0
S01010303,265,8,4,5,2,253,246,4,3,0
S01010304,421,38,3,8,27,383,376,7,0,0
S01010305,545,79,6,5,65,466,461,5,0,0
S01010306,388,37,2,2,30,351,347,1,0,0
S01010307,437,16,0,4,11,421,385,36,0,0
S01010308,516,53,4,6,47,463,395,65,5,0
S01010309,141,20,3,11,8,117,117,0,0,0
S01010310,324,84,7,36,41,239,235,4,0,1
S01010311,321,72,15,22,35,251,248,0,3,0
S01010312,430,173,21,97,55,250,245,1,1,7
S01010313,307,25,3,5,18,281,281,0,0,2
S01010314,691,90,8,26,56,598,591,4,0,3
S01010315,387,147,5,105,37,240,240,0,0,3
S01010316,326,47,6,20,26,279,277,3,0,0
S01010317,574,41,5,7,31,533,532,1,0,0
S01010318,558,53,6,22,25,504,502,0,4,1
S01010319,407,60,1,12,47,343,340,0,2,0
S01010320,513,10,1,3,6,503,493,13,1,0
S01010321,455,18,1,8,7,437,435,1,2,0
S01010322,477,21,6,2,12,463,447,15,0,0
S01010323,318,60,9,25,22,257,254,2,1,1
S01010324,389,205,14,117,74,180,178,1,1,0
S01010325,500,151,14,120,17,349,347,4,0,0
S01010326,577,258,26,117,111,318,314,0,0,1
S01010327,364,255,14,153,85,109,103,5,1,0
S01010328,497,228,61,98,69,272,257,8,3,1
S01010329,332,68,12,47,19,262,261,1,0,0
S01010330,269,188,9,60,116,85,85,0,0,0
S01010331,498,100,20,42,42,399,391,5,0,0
S01010332,313,193,13,77,103,120,116,4,2,0
S01010333,533,143,10,70,66,385,377,7,2,0
S01010334,497,369,11,165,193,128,128,0,0,0
S01010335,371,205,7,75,127,166,162,3,1,0
S01010336,320,88,4,15,73,228,227,0,2,0
S01010337,346,303,15,105,181,40,37,3,0,1
S01010338,245,142,6,36,98,103,98,5,0,0
S01010339,241,157,5,83,69,85,85,0,0,0
S01010340,359,112,9,55,50,246,243,3,0,0
S01010341,264,167,15,81,71,95,95,0,0,0
S01010342,280,161,19,125,18,119,114,5,0,0
S01010343,353,313,48,208,57,40,39,1,0,0
S01010344,398,116,4,67,49,281,276,4,2,2
S01010345,277,258,218,36,4,18,18,0,0,2
S01010346,431,248,64,114,70,183,171,13,1,0
S01010347,489,57,8,14,34,431,430,1,0,1
S01010348,416,70,26,22,26,346,343,4,2,0
S01010349,397,122,11,40,71,278,277,1,0,0
S01010350,479,109,3,32,78,369,368,1,0,1
S01010351,387,132,5,68,59,254,250,4,0,0
S01010352,285,32,1,13,18,253,251,0,0,0
S01010353,553,32,0,7,24,517,514,2,2,0
S01010354,365,104,3,46,55,259,258,2,0,0
S01010355,425,77,8,23,47,348,338,7,2,0
S01010356,395,193,14,76,106,202,189,8,4,0
S01010357,265,60,0,19,41,206,206,0,0,0
S01010358,526,31,2,6,22,494,487,6,1,1
S01010359,510,16,4,3,9,492,488,2,2,3
S01010360,359,81,3,23,55,277,276,1,0,1
S01010361,428,18,4,1,13,410,409,1,0,0
S01010362,490,40,4,17,19,449,445,6,2,1
S01010363,411,99,7,55,37,312,311,1,0,0
S01010364,368,355,6,179,170,14,9,5,0,0
S01010365,444,178,28,120,30,266,149,117,0,0
S01010366,516,226,3,203,17,289,281,8,0,1
S01010367,536,153,13,108,32,383,279,104,0,0
S01010368,393,97,9,26,60,296,187,107,2,0
S01010369,379,35,4,19,8,344,325,18,1,0
S01010370,337,49,6,14,29,288,231,57,0,0
S01010371,550,78,9,7,62,472,334,136,2,0
S01010372,272,14,4,5,6,261,237,21,0,0
S01010373,431,17,7,5,5,414,400,14,0,0
S01010374,446,49,0,8,37,400,311,88,1,0
S01010375,255,10,1,2,7,247,232,9,3,1
S01010376,359,32,3,5,20,331,307,20,4,0
S01010377,384,21,3,5,13,363,324,37,4,0
S01010378,297,7,2,2,4,292,268,20,2,0
S01010379,497,30,4,4,21,467,433,29,3,2
S01010380,537,11,0,2,10,526,506,20,0,0
S01010381,333,5,0,0,4,328,322,3,5,0
S01010382,466,5,0,2,0,461,461,0,0,0
S01010383,382,16,3,3,6,369,364,0,5,1
S01010384,494,14,2,1,8,480,454,27,0,2
S01010385,514,7,1,2,3,507,498,7,2,0
S01010386,530,48,6,6,34,474,471,4,4,0
S01010387,578,33,4,3,26,545,542,2,2,0
S01010388,570,58,4,10,44,512,500,8,5,0
S01010389,699,12,2,3,5,687,682,3,2,0
S01010390,770,8,5,2,0,762,763,2,0,0
S01010391,520,10,1,4,2,513,510,1,4,0
S01010392,425,5,0,2,2,420,416,3,0,0
S01010393,651,63,8,10,47,587,566,17,4,0
S01010394,546,32,9,6,17,513,506,6,1,1
S01010395,631,15,2,3,10,613,608,5,0,0
S01010396,596,8,4,4,0,588,576,10,3,0
S01010397,376,16,2,3,11,360,317,46,0,0
S01010398,576,85,1,5,81,492,485,6,1,0
S01010399,641,43,3,10,30,598,593,5,0,0
S01010400,513,92,18,31,45,418,367,47,3,0
S01010401,424,31,3,5,18,393,298,93,0,0
S01010402,514,30,1,5,24,484,483,1,0,0
S01010403,533,21,6,6,12,509,432,74,3,0
S01010404,501,64,9,20,35,436,242,194,0,1
S01010405,495,63,11,8,44,431,233,197,1,2
S01010406,468,23,4,5,19,442,281,160,0,0
S01010407,449,19,4,6,7,429,370,51,6,1
S01010408,284,105,7,37,61,179,175,2,1,0
S01010409,195,178,57,77,43,13,13,2,0,0
S01010410,321,178,24,93,61,142,139,3,0,0
S01010411,392,317,12,67,238,76,68,7,1,0
S01010412,390,81,19,35,27,309,262,47,0,0
S01010413,400,149,29,105,15,251,226,25,0,0
S01010414,473,225,7,44,177,245,239,4,0,0
S01010415,621,44,0,17,24,577,565,10,1,0
S01010416,317,154,6,53,95,163,162,3,0,0
S01010417,281,103,6,13,84,178,173,6,0,0
S01010418,556,81,6,16,59,475,452,16,7,0
S01010419,501,177,3,28,143,326,318,8,0,0
S01010420,302,214,10,55,148,88,85,5,0,0
S01010421,343,234,4,119,112,109,105,3,1,0
S01010422,478,306,8,30,268,171,162,8,2,2
S01010423,485,25,0,7,16,454,439,14,1,5
S01010424,480,71,4,8,61,404,405,1,0,1
S01010425,608,46,6,10,30,560,557,1,2,2
S01010426,380,106,5,12,91,269,263,6,0,3
S01010427,436,133,3,27,98,301,289,4,8,2
S01010428,313,169,40,6,124,144,140,2,0,0
S01010429,414,315,2,26,288,99,90,6,0,0
S01010430,472,42,5,10,30,429,422,6,1,1
S01010431,252,216,2,24,191,36,35,1,0,0
S01010432,452,48,1,12,35,406,398,2,2,5
S01010433,231,23,3,9,11,207,204,1,3,1
S01010434,332,17,4,4,9,313,311,1,0,2
S01010435,288,138,4,81,48,149,147,2,0,1
S01010436,468,56,6,10,40,402,403,2,1,6
S01010437,266,84,0,50,30,182,184,0,0,0
S01010438,361,150,8,64,78,212,211,1,0,0
S01010439,486,57,10,10,37,433,431,1,0,0
S01010440,366,116,3,64,49,254,249,0,1,0
S01010441,551,57,2,7,48,494,493,1,0,0
S01010442,381,39,1,15,23,345,338,3,1,0
S01010443,242,236,7,29,202,5,5,0,0,1
S01010444,248,222,8,52,164,26,25,1,0,0
S01010445,328,214,11,62,139,116,115,1,0,0
S01010446,327,312,32,93,184,13,10,1,0,0
S01010447,503,208,23,135,47,299,294,2,0,0
S01010448,317,179,34,86,59,141,141,0,0,0
S01010449,363,72,5,37,27,294,294,0,0,0
S01010450,399,147,1,90,52,256,254,2,0,0
S01010451,445,174,16,89,69,271,267,2,4,0
S01010452,392,138,1,110,27,254,253,1,0,0
S01010453,338,58,2,37,22,277,271,5,2,0
S01010454,381,195,11,113,70,186,184,2,0,0
S01010455,512,37,1,17,25,471,469,1,2,0
S01010456,297,106,0,89,16,191,187,3,2,0
S01010457,211,121,6,67,48,90,90,0,0,0
S01010458,375,106,3,89,14,268,262,6,0,1
S01010459,237,127,5,51,71,110,110,0,0,0
S01010460,343,121,78,32,10,224,224,0,0,1
S01010461,351,138,2,105,31,213,210,0,1,0
S01010462,367,23,5,12,6,342,342,2,2,2
S01010463,368,231,7,184,42,138,132,6,0,0
S01010464,242,125,3,89,33,117,116,1,0,0
S01010465,442,347,44,89,214,95,92,2,2,0
S01010466,452,207,8,74,125,245,242,1,2,0
S01010467,463,54,21,28,4,409,408,0,1,0
S01010468,431,120,103,10,7,311,304,6,1,0
S01010469,412,38,19,6,6,378,368,4,3,0
S01010470,357,201,4,134,59,152,154,0,0,1
S01010471,331,154,5,106,43,180,172,3,2,1
S01010472,396,126,5,32,83,275,273,4,0,0
S01010473,465,134,3,24,107,331,325,6,0,0
S01010474,370,24,3,17,4,343,343,0,0,0
S01010475,431,94,2,26,66,341,334,11,0,0
S01010476,620,143,5,27,111,480,468,4,2,0
S01010477,368,166,11,96,58,202,202,0,0,0
S01010478,508,121,3,108,10,388,385,1,0,0
S01010479,524,134,5,104,27,387,382,2,0,1
S01010480,281,186,4,113,70,95,94,1,0,0
S01010481,265,64,4,42,13,203,197,2,0,0
S01010482,345,263,0,158,104,81,80,1,0,1
S01010483,548,269,5,134,132,279,276,3,0,0
S01010484,239,141,5,91,45,99,99,0,0,0
S01010485,388,343,60,88,195,40,37,3,0,3
S01010486,386,355,97,204,50,32,26,0,2,0
S01010487,431,422,4,84,331,9,9,0,0,0
S01010488,321,46,3,23,20,275,275,0,0,0
S01010489,454,130,13,55,62,323,317,6,0,1
S01010490,272,52,6,11,37,219,218,1,0,1
S01010491,394,63,3,40,23,331,328,2,1,0
S01010492,253,163,18,100,48,89,88,1,0,2
S01010493,290,96,5,48,42,195,193,1,0,0
S01010494,225,98,2,85,10,128,126,0,2,0
S01010495,416,133,7,43,83,283,280,3,2,0
S01010496,450,180,16,121,43,266,264,1,1,1
S01010497,231,141,9,68,64,90,88,2,0,0
S01010498,430,232,14,153,62,198,195,0,2,0
S01010499,421,166,16,122,32,256,251,1,4,0
S01010500,372,209,67,84,61,164,164,0,0,0
S01010501,493,265,30,121,114,228,227,0,0,0
S01010502,321,217,10,148,55,102,102,0,0,0
S01010503,302,29,2,11,20,273,273,0,0,0
S01010504,303,283,229,35,13,11,2,2,8,9
S01010505,258,248,194,49,5,0,2,1,0,6
S01010506,451,429,279,108,43,18,8,5,5,4
S01010507,338,277,81,126,72,61,53,2,4,0
S01010508,503,471,291,147,33,29,20,8,5,5
S01010509,438,409,280,102,26,20,13,0,3,4
S01010510,471,420,182,151,87,49,45,3,1,3
S01010511,364,337,18,116,203,27,26,1,0,0
S01010512,280,254,46,113,95,26,22,3,0,0
S01010513,318,306,182,117,4,11,9,0,0,2
S01010514,280,267,11,84,174,13,10,0,3,0
S01010515,352,334,20,84,232,19,16,1,0,0
S01010516,323,190,110,55,26,133,116,9,8,0
S01010517,375,218,105,75,38,157,148,8,1,0
S01010518,276,126,77,41,9,149,148,2,0,0
S01010519,314,278,79,65,131,40,33,6,1,0
S01010520,407,352,28,165,162,56,46,2,9,0
S01010521,409,228,61,93,75,177,172,2,3,2
S01010522,313,130,38,55,35,180,163,7,10,0
S01010523,337,262,21,103,143,75,68,3,0,0
S01010524,240,227,186,26,18,8,2,1,2,2
S01010525,288,283,203,59,21,4,4,0,0,3
S01010526,364,329,116,123,90,34,31,3,0,1
S01010527,497,386,60,212,114,111,104,5,3,0
S01010528,325,311,204,61,46,7,4,0,2,8
S01010529,344,335,209,102,22,5,4,1,0,4
S01010530,291,277,188,65,24,15,5,1,4,2
S01010531,530,492,304,120,71,38,25,6,7,0
S01010532,198,192,142,34,15,6,2,1,4,2
S01010533,277,220,130,54,32,61,47,6,8,0
S01010534,379,326,150,132,44,53,46,4,3,0
S01010535,301,279,205,63,11,15,6,7,3,2
S01010536,376,299,41,125,132,78,72,3,0,0
S01010537,310,267,74,128,65,43,39,2,2,0
S01010538,426,294,156,109,26,132,128,3,4,0
S01010539,457,380,165,189,22,77,72,5,0,0
S01010540,267,257,185,49,23,9,5,4,0,1
S01010541,432,413,259,106,48,13,8,1,4,6
S01010542,393,379,256,91,32,14,4,5,4,0
S01010543,234,227,177,42,10,3,1,0,0,5
S01010544,372,363,141,158,64,9,6,3,0,0
S01010545,369,293,150,74,63,77,51,13,9,4
S01010546,355,240,148,56,36,115,95,8,10,0
S01010547,344,340,251,79,10,1,1,1,1,6
S01010548,334,297,227,50,19,27,25,2,0,7
S01010549,743,699,497,187,17,39,37,3,0,0
S01010550,235,215,83,102,30,20,19,1,0,0
S01010551,332,332,250,81,5,0,0,0,0,0
S01010552,326,312,238,76,2,7,1,8,0,2
S01010553,276,274,232,34,8,2,2,0,0,4
S01010554,353,273,82,97,96,80,74,5,1,0
S01010555,425,267,115,93,59,157,117,21,19,2
S01010556,393,332,63,132,137,56,56,0,0,0
S01010557,272,256,103,97,56,16,14,2,0,0
S01010558,409,312,151,116,46,97,89,5,2,0
S01010559,368,283,150,106,31,87,73,6,3,0
S01010560,278,254,154,90,11,23,18,5,0,0
S01010561,296,274,211,50,13,18,11,10,2,0
S01010562,315,303,134,165,5,9,5,4,0,0
S01010563,206,199,28,124,46,7,3,3,0,0
S01010564,251,194,26,150,21,53,54,1,0,0
S01010565,287,268,75,165,25,18,14,3,0,0
S01010566,497,487,376,78,33,4,4,2,0,6
S01010567,439,423,354,57,12,13,6,6,1,3
S01010568,713,666,391,173,103,40,45,0,2,3
S01010569,436,401,254,109,37,34,29,5,0,0
S01010570,428,409,132,129,148,18,9,4,1,1
S01010571,379,248,59,165,27,129,127,2,0,0
S01010572,318,233,19,80,134,83,78,1,1,0
S01010573,215,201,10,30,161,14,13,1,0,0
S01010574,233,231,194,30,7,1,1,0,0,0
S01010575,302,302,249,44,11,0,0,0,0,0
S01010576,341,336,276,59,1,6,3,0,1,1
S01010577,330,299,16,92,191,31,29,2,0,0
S01010578,211,202,23,153,25,10,7,2,0,0
S01010579,322,312,156,145,11,10,9,2,0,0
S01010580,367,173,53,77,45,194,189,4,1,0
S01010581,232,165,55,69,41,67,61,6,0,0
S01010582,507,396,204,146,46,110,110,0,0,1
S01010583,437,378,219,152,7,59,59,0,0,0
S01010584,403,350,205,79,66,52,52,0,0,1
S01010585,323,263,183,60,20,60,59,1,0,0
S01010586,316,308,261,45,2,8,6,2,2,0
S01010587,292,273,179,91,3,19,19,0,0,0
S01010588,225,196,113,73,10,29,29,0,0,0
S01010589,261,186,26,76,84,75,75,0,0,0
