Data zone code,Data zone name,Total population
S01011630,Petersburn - 01,679
S01011631,Petersburn - 02,626
S01011632,Petersburn - 03,755
S01011633,Petersburn - 04,672
S01011634,Petersburn - 05,470
S01011635,Petersburn - 06,633
S01011636,Gartlea - 01,659
S01011637,Gartlea - 02,618
S01011638,Gartlea - 03,349
S01011639,Gartlea - 04,539
S01011640,Gartlea - 05,681
S01011641,Cairnhill - 01,440
S01011642,Cairnhill - 02,719
S01011643,Cairnhill - 03,847
S01011644,Cairnhill - 04,694
S01011645,Cairnhill - 05,498
S01011646,Cairnhill - 06,568
S01011647,Cairnhill - 07,756
S01011648,Coatdyke and Whinhall - 01,1081
S01011649,Coatdyke and Whinhall - 02,544
S01011650,Coatdyke and Whinhall - 03,778
S01011651,Coatdyke and Whinhall - 04,824
S01011652,Coatdyke and Whinhall - 05,633
S01011653,Coatdyke and Whinhall - 06,888
S01011654,Coatdyke and Whinhall - 07,859
S01011655,Thrashbush - 01,775
S01011656,Thrashbush - 02,461
S01011657,Thrashbush - 03,422
S01011658,Thrashbush - 04,743
S01011659,Thrashbush - 05,807
S01011660,Thrashbush - 06,790
S01011661,Thrashbush - 07,470
S01011662,Thrashbush - 08,616
S01011663,Airdrie North - 01,583
S01011664,Airdrie North - 02,1013
S01011665,Airdrie North - 03,653
S01011666,Airdrie North - 04,776
S01011667,Airdrie North - 05,732
S01011668,Airdrie North - 06,870
S01011669,Drumgelloch - 01,624
S01011670,Drumgelloch - 02,460
S01011671,Drumgelloch - 03,722
S01011672,Drumgelloch - 04,523
S01011673,Drumgelloch - 05,606
S01011674,Drumgelloch - 06,1259
S01011675,Caldercruix and Plains - 01,938
S01011676,Caldercruix and Plains - 02,648
S01011677,Caldercruix and Plains - 03,769
S01011678,Caldercruix and Plains - 04,506
S01011679,Caldercruix and Plains - 05,618
S01011680,Caldercruix and Plains - 06,975
S01011681,Caldercruix and Plains - 07,766
S01011682,Caldercruix and Plains - 08,529
S01011683,Glenmavis and Greengairs - 01,1927
S01011684,Glenmavis and Greengairs - 02,547
S01011685,Glenmavis and Greengairs - 03,776
S01011686,Glenmavis and Greengairs - 04,832
S01011687,Glenmavis and Greengairs - 05,819
S01011688,Glenmavis and Greengairs - 06,1399
S01011689,Gartcosh and Marnock - 01,1026
S01011690,Gartcosh and Marnock - 02,987
S01011691,Gartcosh and Marnock - 03,738
S01011692,Gartcosh and Marnock - 04,1020
S01011693,Gartcosh and Marnock - 05,765
S01011694,Gartcosh and Marnock - 06,529
S01011695,Gartcosh and Marnock - 07,3613
S01011696,Cardowan and Millerston - 01,1094
S01011697,Cardowan and Millerston - 02,1070
S01011698,Cardowan and Millerston - 03,954
S01011699,Cardowan and Millerston - 04,1185
S01011700,Cardowan and Millerston - 05,687
S01011701,Stepps - 01,956
S01011702,Stepps - 02,612
S01011703,Stepps - 03,1714
S01011704,Chryston and Muirhead - 01,672
S01011705,Chryston and Muirhead - 02,798
S01011706,Chryston and Muirhead - 03,957
S01011707,Chryston and Muirhead - 04,939
S01011708,Chryston and Muirhead - 05,905
S01011709,Moodiesburn West - 01,1195
S01011710,Moodiesburn West - 02,484
S01011711,Moodiesburn West - 03,600
S01011712,Moodiesburn West - 04,616
S01011713,Moodiesburn West - 05,733
S01011714,Moodiesburn East - 01,442
S01011715,Moodiesburn East - 02,542
S01011716,Moodiesburn East - 03,787
S01011717,Moodiesburn East - 04,621
S01011718,Moodiesburn East - 05,753
S01011719,Westfield - 01,624
S01011720,Westfield - 02,449
S01011721,Westfield - 03,748
S01011722,Westfield - 04,790
S01011723,Westfield - 05,1024
S01011724,Westfield - 06,713
S01011725,Westfield - 07,558
S01011726,Westfield - 08,541
S01011727,Westfield - 09,840
S01011728,Condorrat - 01,869
S01011729,Condorrat - 02,618
S01011730,Condorrat - 03,746
S01011731,Condorrat - 04,813
S01011732,Condorrat - 05,643
S01011733,Condorrat - 06,704
S01011734,Greenfaulds - 01,727
S01011735,Greenfaulds - 02,670
S01011736,Greenfaulds - 03,671
S01011737,Greenfaulds - 04,680
S01011738,Greenfaulds - 05,998
S01011739,Seafar - 01,672
S01011740,Seafar - 02,833
S01011741,Seafar - 03,685
S01011742,Seafar - 04,723
S01011743,Seafar - 05,723
S01011744,Cumbernauld Central - 01,913
S01011745,Cumbernauld Central - 02,824
S01011746,Cumbernauld Central - 03,554
S01011747,Cumbernauld Central - 04,896
S01011748,Cumbernauld Central - 05,720
S01011749,Cumbernauld Central - 06,603
S01011750,Kildrum - 01,835
S01011751,Kildrum - 02,669
S01011752,Kildrum - 03,890
S01011753,Kildrum - 04,820
S01011754,Kildrum - 05,729
S01011755,Abronhill South - 01,871
S01011756,Abronhill South - 02,900
S01011757,Abronhill South - 03,710
S01011758,Abronhill South - 04,543
S01011759,Abronhill South - 05,765
S01011760,Abronhill North - 01,846
S01011761,Abronhill North - 02,662
S01011762,Abronhill North - 03,609
S01011763,Abronhill North - 04,743
S01011764,Abronhill North - 05,331
S01011765,Abronhill North - 06,861
S01011766,Village and Castlecary - 01,550
S01011767,Village and Castlecary - 02,763
S01011768,Village and Castlecary - 03,831
S01011769,Village and Castlecary - 04,638
S01011770,Village and Castlecary - 05,799
S01011771,Carrickstone - 01,600
S01011772,Carrickstone - 02,970
S01011773,Carrickstone - 03,527
S01011774,Carrickstone - 04,837
S01011775,Carrickstone - 05,651
S01011776,Carrickstone - 06,1130
S01011777,Balloch West - 01,584
S01011778,Balloch West - 02,627
S01011779,Balloch West - 03,699
S01011780,Balloch West - 04,869
S01011781,Balloch West - 05,491
S01011782,Balloch East - 01,553
S01011783,Balloch East - 02,454
S01011784,Balloch East - 03,800
S01011785,Balloch East - 04,748
S01011786,Kilsyth East and Croy - 01,459
S01011787,Kilsyth East and Croy - 02,1015
S01011788,Kilsyth East and Croy - 03,682
S01011789,Kilsyth East and Croy - 04,2622
S01011790,Kilsyth East and Croy - 05,1323
S01011791,Kilsyth East and Croy - 06,653
S01011792,Kilsyth East and Croy - 07,1001
S01011793,Kilsyth East and Croy - 08,1198
S01011794,Kilsyth Bogside - 01,797
S01011795,Kilsyth Bogside - 02,530
S01011796,Kilsyth Bogside - 03,782
S01011797,Kilsyth Bogside - 04,915
S01011798,Balmalloch - 01,518
S01011799,Balmalloch - 02,836
S01011800,Balmalloch - 03,536
S01011801,Balmalloch - 04,534
S01011802,Balmalloch - 05,650
S01011803,Balmalloch - 06,771
S01011804,"Stromness, Sandwick and Stenness - 01",641
S01011805,"Stromness, Sandwick and Stenness - 02",505
S01011806,"Stromness, Sandwick and Stenness - 03",887
S01011807,"Stromness, Sandwick and Stenness - 04",1094
S01011808,West Mainland - 01,736
S01011809,West Mainland - 02,783
S01011810,West Mainland - 03,970
S01011811,West Mainland - 04,961
S01011812,West Mainland - 05,656
S01011813,East Mainland - 01,783
S01011814,East Mainland - 02,822
S01011815,East Mainland - 03,1076
S01011816,East Mainland - 04,791
S01011817,East Mainland - 05,1326
S01011818,West Kirkwall - 01,945
S01011819,West Kirkwall - 02,769
S01011820,West Kirkwall - 03,859
S01011821,West Kirkwall - 04,322
S01011822,West Kirkwall - 05,595
S01011823,East Kirkwall - 01,604
S01011824,East Kirkwall - 02,639
S01011825,East Kirkwall - 03,477
S01011826,East Kirkwall - 04,612
S01011827,Isles - 01,498
S01011828,Isles - 02,1009
S01011829,Isles - 03,450
S01011830,Isles - 04,560
S01011831,Isles - 05,889
S01011832,Isles - 06,771
S01011833,"Powmill, Cleish and Scotlandwell - 01",930
S01011834,"Powmill, Cleish and Scotlandwell - 02",1141
S01011835,"Powmill, Cleish and Scotlandwell - 03",883
S01011836,"Powmill, Cleish and Scotlandwell - 04",822
S01011837,"Powmill, Cleish and Scotlandwell - 05",612
S01011838,Kinross - 01,964
S01011839,Kinross - 02,917
S01011840,Kinross - 03,1147
S01011841,Kinross - 04,893
S01011842,Kinross - 05,953
S01011843,Milnathort and Crook of Devon - 01,1265
S01011844,Milnathort and Crook of Devon - 02,983
S01011845,Milnathort and Crook of Devon - 03,865
S01011846,Milnathort and Crook of Devon - 04,967
S01011847,"Muthill, Greenloaning and Gleneagles - 01",451
S01011848,"Muthill, Greenloaning and Gleneagles - 02",697
S01011849,"Muthill, Greenloaning and Gleneagles - 03",990
S01011850,"Muthill, Greenloaning and Gleneagles - 04",1381
S01011851,"Muthill, Greenloaning and Gleneagles - 05",803
S01011852,Auchterarder - 01,989
S01011853,Auchterarder - 02,837
S01011854,Auchterarder - 03,819
S01011855,Auchterarder - 04,778
S01011856,Auchterarder - 05,667
S01011857,"Comrie, Gilmerton and St Fillans - 01",708
S01011858,"Comrie, Gilmerton and St Fillans - 02",909
S01011859,"Comrie, Gilmerton and St Fillans - 03",827
S01011860,"Comrie, Gilmerton and St Fillans - 04",441
S01011861,"Comrie, Gilmerton and St Fillans - 05",688
S01011862,Crieff North - 01,902
S01011863,Crieff North - 02,755
S01011864,Crieff North - 03,773
S01011865,Crieff North - 04,582
S01011866,Crieff South - 01,781
S01011867,Crieff South - 02,1013
S01011868,Crieff South - 03,858
S01011869,Crieff South - 04,767
S01011870,Crieff South - 05,705
S01011871,Aberuthven and Almondbank - 01,2102
S01011872,Aberuthven and Almondbank - 02,906
S01011873,Aberuthven and Almondbank - 03,764
S01011874,Aberuthven and Almondbank - 04,633
S01011875,Aberuthven and Almondbank - 05,717
S01011876,"Glenfarg, Dunning and Rhynd - 01",962
S01011877,"Glenfarg, Dunning and Rhynd - 02",527
S01011878,"Glenfarg, Dunning and Rhynd - 03",2231
S01011879,"Glenfarg, Dunning and Rhynd - 04",560
S01011880,"Glenfarg, Dunning and Rhynd - 05",593
S01011881,Bridge of Earn and Abernethy - 01,881
S01011882,Bridge of Earn and Abernethy - 02,909
S01011883,Bridge of Earn and Abernethy - 03,1400
S01011884,Bridge of Earn and Abernethy - 04,456
S01011885,Bridge of Earn and Abernethy - 05,704
S01011886,Bridge of Earn and Abernethy - 06,810
S01011887,Moncrieffe and Friarton - 01,591
S01011888,Moncrieffe and Friarton - 02,832
S01011889,Moncrieffe and Friarton - 03,844
S01011890,Moncrieffe and Friarton - 04,641
S01011891,Moncrieffe and Friarton - 05,1077
S01011892,"Viewlands, Craigie and Wellshill - 01",863
S01011893,"Viewlands, Craigie and Wellshill - 02",1077
S01011894,"Viewlands, Craigie and Wellshill - 03",616
S01011895,"Viewlands, Craigie and Wellshill - 04",577
S01011896,"Viewlands, Craigie and Wellshill - 05",857
S01011897,"Viewlands, Craigie and Wellshill - 06",1041
S01011898,"Viewlands, Craigie and Wellshill - 07",705
S01011899,Burghmuir and Oakbank - 01,705
S01011900,Burghmuir and Oakbank - 02,717
S01011901,Burghmuir and Oakbank - 03,856
S01011902,Burghmuir and Oakbank - 04,1014
S01011903,Burghmuir and Oakbank - 05,838
S01011904,Western Edge - 01,766
S01011905,Western Edge - 02,678
S01011906,Western Edge - 03,384
S01011907,Western Edge - 04,661
S01011908,Western Edge - 05,785
S01011909,Western Edge - 06,1026
S01011910,Letham - 01,829
S01011911,Letham - 02,624
S01011912,Letham - 03,668
S01011913,Letham - 04,588
S01011914,Letham - 05,902
S01011915,Letham - 06,836
S01011916,Letham - 07,486
S01011917,Letham - 08,521
S01011918,"Hillyland, Tulloch and Inveralmond - 01",865
S01011919,"Hillyland, Tulloch and Inveralmond - 02",848
S01011920,"Hillyland, Tulloch and Inveralmond - 03",561
S01011921,"Hillyland, Tulloch and Inveralmond - 04",591
S01011922,"Hillyland, Tulloch and Inveralmond - 05",651
S01011923,"Hillyland, Tulloch and Inveralmond - 06",914
S01011924,"Hillyland, Tulloch and Inveralmond - 07",407
S01011925,"Hillyland, Tulloch and Inveralmond - 08",788
S01011926,North Muirton and Old Scone - 01,641
S01011927,North Muirton and Old Scone - 02,586
S01011928,North Muirton and Old Scone - 03,667
S01011929,North Muirton and Old Scone - 04,586
S01011930,North Muirton and Old Scone - 05,661
S01011931,Muirton - 01,1513
S01011932,Muirton - 02,558
S01011933,Muirton - 03,603
S01011934,Muirton - 04,795
S01011935,North Inch - 01,801
S01011936,North Inch - 02,746
S01011937,North Inch - 03,578
S01011938,Central and South Inch - 01,572
S01011939,Central and South Inch - 02,689
S01011940,Central and South Inch - 03,550
S01011941,Central and South Inch - 04,709
S01011942,Central and South Inch - 05,820
S01011943,Central and South Inch - 06,1177
S01011944,Gannochy and Walnut Grove - 01,487
S01011945,Gannochy and Walnut Grove - 02,739
S01011946,Gannochy and Walnut Grove - 03,729
S01011947,Gannochy and Walnut Grove - 04,489
S01011948,Gannochy and Walnut Grove - 05,1142
S01011949,Scone - 01,821
S01011950,Scone - 02,740
S01011951,Scone - 03,704
S01011952,Scone - 04,482
S01011953,Scone - 05,899
S01011954,Scone - 06,492
S01011955,Scone - 07,1056
S01011956,"Guildtown, Balbeggie and St Madoes - 01",941
S01011957,"Guildtown, Balbeggie and St Madoes - 02",735
S01011958,"Guildtown, Balbeggie and St Madoes - 03",1336
S01011959,"Guildtown, Balbeggie and St Madoes - 04",863
S01011960,Errol and Inchture - 01,974
S01011961,Errol and Inchture - 02,856
S01011962,Errol and Inchture - 03,701
S01011963,Errol and Inchture - 04,636
S01011964,Errol and Inchture - 05,1017
S01011965,"Invergowrie, Longforgan and Abernyte - 01",760
S01011966,"Invergowrie, Longforgan and Abernyte - 02",802
S01011967,"Invergowrie, Longforgan and Abernyte - 03",1234
S01011968,"Invergowrie, Longforgan and Abernyte - 04",975
S01011969,Coupar Angus and Meigle - 01,1019
S01011970,Coupar Angus and Meigle - 02,812
S01011971,Coupar Angus and Meigle - 03,644
S01011972,Coupar Angus and Meigle - 04,1029
S01011973,Coupar Angus and Meigle - 05,710
S01011974,Coupar Angus and Meigle - 06,864
S01011975,Alyth - 01,453
S01011976,Alyth - 02,732
S01011977,Alyth - 03,1148
S01011978,Alyth - 04,734
S01011979,"Blair Atholl, Strathardle and Glenshee - 01",1358
S01011980,"Blair Atholl, Strathardle and Glenshee - 02",744
S01011981,"Blair Atholl, Strathardle and Glenshee - 03",878
S01011982,"Blair Atholl, Strathardle and Glenshee - 04",974
S01011983,"Blair Atholl, Strathardle and Glenshee - 05",716
S01011984,Blairgowrie East (Rattray) - 01,704
S01011985,Blairgowrie East (Rattray) - 02,606
S01011986,Blairgowrie East (Rattray) - 03,574
S01011987,Blairgowrie East (Rattray) - 04,1031
S01011988,Blairgowrie West - 01,567
S01011989,Blairgowrie West - 02,761
S01011990,Blairgowrie West - 03,972
S01011991,Blairgowrie West - 04,674
S01011992,Blairgowrie West - 05,1015
S01011993,Blairgowrie West - 06,741
S01011994,Blairgowrie West - 07,816
S01011995,Stanley and Murthly - 01,1156
S01011996,Stanley and Murthly - 02,468
S01011997,Stanley and Murthly - 03,832
S01011998,Stanley and Murthly - 04,578
S01011999,Stanley and Murthly - 05,622
S01012000,Stanley and Murthly - 06,431
S01012001,Stanley and Murthly - 07,651
S01012002,Luncarty and Dunkeld - 01,499
S01012003,Luncarty and Dunkeld - 02,538
S01012004,Luncarty and Dunkeld - 03,909
S01012005,Luncarty and Dunkeld - 04,794
S01012006,Luncarty and Dunkeld - 05,1905
S01012007,Luncarty and Dunkeld - 06,783
S01012008,Luncarty and Dunkeld - 07,992
S01012009,Pitlochry - 01,623
S01012010,Pitlochry - 02,1210
S01012011,Pitlochry - 03,1020
S01012012,Pitlochry - 04,702
S01012013,Rannoch and Aberfeldy - 01,764
S01012014,Rannoch and Aberfeldy - 02,757
S01012015,Rannoch and Aberfeldy - 03,955
S01012016,Rannoch and Aberfeldy - 04,632
S01012017,Rannoch and Aberfeldy - 05,506
S01012018,Rannoch and Aberfeldy - 06,817
S01012019,Lochwinnoch - 01,1001
S01012020,Lochwinnoch - 02,618
S01012021,Lochwinnoch - 03,520
S01012022,Lochwinnoch - 04,650
S01012023,Renfrewshire Rural South and Howwood - 01,442
S01012024,Renfrewshire Rural South and Howwood - 02,836
S01012025,Renfrewshire Rural South and Howwood - 03,792
S01012026,Renfrewshire Rural South and Howwood - 04,1076
S01012027,Renfrewshire Rural South and Howwood - 05,930
S01012028,Renfrewshire Rural North and Langbank - 01,887
S01012029,Renfrewshire Rural North and Langbank - 02,2716
S01012030,Renfrewshire Rural North and Langbank - 03,6052
S01012031,Renfrewshire Rural North and Langbank - 04,822
S01012032,Renfrewshire Rural North and Langbank - 05,409
S01012033,Kilbarchan - 01,792
S01012034,Kilbarchan - 02,766
S01012035,Kilbarchan - 03,840
S01012036,Kilbarchan - 04,773
S01012037,Johnstone South West - 01,1167
S01012038,Johnstone South West - 02,863
S01012039,Johnstone South West - 03,1010
S01012040,Johnstone South West - 04,665
S01012041,Johnstone South West - 05,881
S01012042,Johnstone South West - 06,1201
S01012043,Johnstone North West - 01,868
S01012044,Johnstone North West - 02,896
S01012045,Johnstone North West - 03,1054
S01012046,Johnstone North West - 04,690
S01012047,Johnstone North East - 01,744
S01012048,Johnstone North East - 02,741
S01012049,Johnstone North East - 03,584
S01012050,Johnstone North East - 04,880
S01012051,Johnstone North East - 05,524
S01012052,Johnstone South East - 01,789
S01012053,Johnstone South East - 02,812
S01012054,Johnstone South East - 03,630
S01012055,Johnstone South East - 04,902
S01012056,Johnstone South East - 05,715
S01012057,Elderslie and Phoenix - 01,765
S01012058,Elderslie and Phoenix - 02,656
S01012059,Elderslie and Phoenix - 03,779
S01012060,Elderslie and Phoenix - 04,821
S01012061,Elderslie and Phoenix - 05,903
S01012062,Elderslie and Phoenix - 06,1440
S01012063,Paisley Ferguslie - 01,563
S01012064,Paisley Ferguslie - 02,638
S01012065,Paisley Ferguslie - 03,667
S01012066,Paisley Ferguslie - 04,946
S01012067,Paisley Ferguslie - 05,491
S01012068,Paisley Ferguslie - 06,465
S01012069,Paisley Ferguslie - 07,391
S01012070,Paisley North West - 01,662
S01012071,Paisley North West - 02,1293
S01012072,Paisley North West - 03,1134
S01012073,Paisley North West - 04,983
S01012074,Paisley West - 01,673
S01012075,Paisley West - 02,608
S01012076,Paisley West - 03,785
S01012077,Paisley West - 04,786
S01012078,Paisley West - 05,882
S01012079,Paisley West - 06,824
S01012080,Paisley West - 07,757
S01012081,Paisley Foxbar - 01,780
S01012082,Paisley Foxbar - 02,567
S01012083,Paisley Foxbar - 03,704
S01012084,Paisley Foxbar - 04,523
S01012085,Paisley Foxbar - 05,680
S01012086,Paisley Foxbar - 06,820
S01012087,Paisley Foxbar - 07,851
S01012088,Paisley South West - 01,661
S01012089,Paisley South West - 02,783
S01012090,Paisley South West - 03,811
S01012091,Paisley South West - 04,494
S01012092,Paisley South West - 05,457
S01012093,Paisley South West - 06,413
S01012094,Paisley South West - 07,801
S01012095,Paisley Glenburn West - 01,1020
S01012096,Paisley Glenburn West - 02,842
S01012097,Paisley Glenburn West - 03,725
S01012098,Paisley Glenburn West - 04,576
S01012099,Paisley Glenburn West - 05,766
S01012100,Paisley Glenburn East - 01,1336
S01012101,Paisley Glenburn East - 02,699
S01012102,Paisley Glenburn East - 03,662
S01012103,Paisley Glenburn East - 04,890
S01012104,Paisley South - 01,872
S01012105,Paisley South - 02,1069
S01012106,Paisley South - 03,1030
S01012107,Paisley South - 04,699
S01012108,Paisley South East - 01,745
S01012109,Paisley South East - 02,976
S01012110,Paisley South East - 03,843
S01012111,Paisley South East - 04,741
S01012112,Paisley South East - 05,731
S01012113,Paisley South East - 06,963
S01012114,Paisley South East - 07,786
S01012115,Paisley Dykebar - 01,546
S01012116,Paisley Dykebar - 02,643
S01012117,Paisley Dykebar - 03,1426
S01012118,Paisley Dykebar - 04,569
S01012119,Paisley Dykebar - 05,825
S01012120,Paisley East - 01,1174
S01012121,Paisley East - 02,1104
S01012122,Paisley East - 03,744
S01012123,Paisley East - 04,545
S01012124,Paisley East - 05,432
S01012125,Paisley East - 06,746
S01012126,Paisley Central - 01,715
S01012127,Paisley Central - 02,1597
S01012128,Paisley Central - 03,624
S01012129,Paisley Central - 04,678
S01012130,Paisley Central - 05,1091
S01012131,Paisley Central - 06,1316
S01012132,Paisley Central - 07,830
S01012133,Paisley Central - 08,621
S01012134,Paisley North East - 01,1041
S01012135,Paisley North East - 02,917
S01012136,Paisley North East - 03,758
S01012137,Paisley North East - 04,981
S01012138,Paisley North East - 05,868
S01012139,Paisley North East - 06,909
S01012140,Paisley North East - 07,551
S01012141,Paisley Ralston - 01,921
S01012142,Paisley Ralston - 02,874
S01012143,Paisley Ralston - 03,851
S01012144,Paisley Ralston - 04,1003
S01012145,Paisley Ralston - 05,985
S01012146,Paisley Gallowhill and Hillington - 01,904
S01012147,Paisley Gallowhill and Hillington - 02,736
S01012148,Paisley Gallowhill and Hillington - 03,622
S01012149,Paisley Gallowhill and Hillington - 04,839
S01012150,Paisley Gallowhill and Hillington - 05,885
S01012151,Paisley Gallowhill and Hillington - 06,550
S01012152,Paisley Gallowhill and Hillington - 07,640
S01012153,Paisley North - 01,947
S01012154,Paisley North - 02,689
S01012155,Paisley North - 03,635
S01012156,Paisley North - 04,1279
S01012157,Paisley North - 05,1072
S01012158,Paisley North - 06,1296
S01012159,Renfrew West - 01,492
S01012160,Renfrew West - 02,615
S01012161,Renfrew West - 03,420
S01012162,Renfrew West - 04,1119
S01012163,Renfrew West - 05,815
S01012164,Renfrew West - 06,1027
S01012165,Renfrew West - 07,893
S01012166,Renfrew West - 08,568
S01012167,Renfrew West - 09,699
S01012168,Renfrew South - 01,704
S01012169,Renfrew South - 02,787
S01012170,Renfrew South - 03,1040
S01012171,Renfrew South - 04,980
S01012172,Renfrew South - 05,608
S01012173,Renfrew South - 06,650
S01012174,Renfrew East - 01,860
S01012175,Renfrew East - 02,653
S01012176,Renfrew East - 03,719
S01012177,Renfrew East - 04,597
S01012178,Renfrew East - 05,522
S01012179,Renfrew East - 06,517
S01012180,Renfrew East - 07,637
S01012181,Renfrew East - 08,692
S01012182,Renfrew North - 01,2830
S01012183,Renfrew North - 02,1306
S01012184,Renfrew North - 03,1041
S01012185,Renfrew North - 04,919
S01012186,Renfrew North - 05,685
S01012187,Renfrew North - 06,613
S01012188,Erskine East and Inchinnan - 01,563
S01012189,Erskine East and Inchinnan - 02,577
S01012190,Erskine East and Inchinnan - 03,498
S01012191,Erskine East and Inchinnan - 04,690
S01012192,Erskine East and Inchinnan - 05,686
S01012193,Erskine East and Inchinnan - 06,460
S01012194,Erskine East and Inchinnan - 07,482
S01012195,Erskine East and Inchinnan - 08,1020
S01012196,Erskine East and Inchinnan - 09,492
S01012197,Erskine Central - 01,686
S01012198,Erskine Central - 02,835
S01012199,Erskine Central - 03,660
S01012200,Erskine Central - 04,582
S01012201,Erskine Central - 05,704
S01012202,Erskine Central - 06,554
S01012203,Erskine Central - 07,698
S01012204,Erskine West - 01,657
S01012205,Erskine West - 02,614
S01012206,Erskine West - 03,785
S01012207,Erskine West - 04,918
S01012208,Erskine West - 05,1035
S01012209,Erskine West - 06,758
S01012210,Erskine West - 07,753
S01012211,Bishopton - 01,897
S01012212,Bishopton - 02,684
S01012213,Bishopton - 03,720
S01012214,Bishopton - 04,705
S01012215,Bishopton - 05,747
S01012216,Bishopton - 06,703
S01012217,Linwood South - 01,537
S01012218,Linwood South - 02,515
S01012219,Linwood South - 03,840
S01012220,Linwood South - 04,584
S01012221,Linwood South - 05,605
S01012222,Linwood South - 06,868
S01012223,Linwood North - 01,661
S01012224,Linwood North - 02,866
S01012225,Linwood North - 03,964
S01012226,Linwood North - 04,670
S01012227,Linwood North - 05,621
S01012228,Linwood North - 06,648
S01012229,Houston South - 01,626
S01012230,Houston South - 02,897
S01012231,Houston South - 03,732
S01012232,Houston South - 04,780
S01012233,Houston North - 01,852
S01012234,Houston North - 02,1008
S01012235,Houston North - 03,520
S01012236,Houston North - 04,828
S01012237,Bridge of Weir - 01,788
S01012238,Bridge of Weir - 02,596
S01012239,Bridge of Weir - 03,512
S01012240,Bridge of Weir - 04,817
S01012241,Bridge of Weir - 05,529
S01012242,Bridge of Weir - 06,898
S01012243,Bridge of Weir - 07,692
S01012244,Carlops Romannobridge,855
S01012245,West Linton - Lower,722
S01012246,West Linton - Upper,1035
S01012247,Eddleston and Area,770
S01012248,Stobo - Blyth Bridge - Skirling,828
S01012249,Broughton and Upper Tweed,847
S01012250,Glentress and Manor Valley,1221
S01012251,Peebles - N - Connor St,1018
S01012252,Peebles North - Dalatho,664
S01012253,Peebles - N - Cuddyside,877
S01012254,Peebles - N - March St,858
S01012255,Peebles - N - Eastgate,853
S01012256,Peebles - S - Calvalry Park,627
S01012257,Peebles - S - Gallow Hill,924
S01012258,Peebles - S - Edderston Rd,737
S01012259,Peebles - S - Caledonian-Springhill,685
S01012260,Peebles - S - Victoria Park,947
S01012261,Cardrona,877
S01012262,Tweeddale East Landward,1229
S01012263,Walkerburn,698
S01012264,Innerleithen - North,448
S01012265,Innerleithen - East,801
S01012266,Innerleithen - South,1104
S01012267,Innerleithen - West,808
S01012268,Earlston and Melrose Landward,713
S01012269,Earlston - West,974
S01012270,Earlston - East,786
S01012271,Heriot - Fountainhall - Stow Landward,2161
S01012272,Stow,713
S01012273,Clovenfords and Area,880
S01012274,Galashiels - N - Halliburton,923
S01012275,Galashiels - N - Town Centre,798
S01012276,Galashiels - N - Windyknowe,1041
S01012277,Galashiels - N - Wood St,1080
S01012278,Galashiels - W - Old Town,751
S01012279,Galashiels - W - Thistle St,738
S01012280,Galashiels - W - Balmoral Rd,934
S01012281,Galashiels - W - Balmoral Pl,641
S01012282,Galashiels - S - Netherdale,1037
S01012283,Galashiels - S - St Peters Sch,885
S01012284,Galashiels - S - Huddersfield,780
S01012285,Galashiels - S - Glenfield,578
S01012286,Gala - Langlee - East,965
S01012287,Gala - Langlee - Central,708
S01012288,Gala - Langlee - West,744
S01012289,Gattonside - Darnick - Chiefswood,920
S01012290,Melrose - Newstead,576
S01012291,Melrose - Dingleton Hill,1157
S01012292,Melrose - High Street,750
S01012293,Tweedbank - West,458
S01012294,Tweedbank - North,849
S01012295,Tweedbank - East,745
S01012296,Lauder - South,974
S01012297,Blainslie and Legerwood,697
S01012298,Lauder - North,884
S01012299,Oxton and Area,666
S01012300,Greenlaw,614
S01012301,Swinton Leithholm and Fogo Area,868
S01012302,Cranshaws - Abbey St Bathans Area,608
S01012303,Westruther and Polwarth Area,997
S01012304,Gordon and Hume Area,1046
S01012305,Duns - South,933
S01012306,Duns - West,597
S01012307,Duns - North,580
S01012308,Duns - East,933
S01012309,Ayton,659
S01012310,St Abbs and Eyemouth Landward,1138
S01012311,Coldingham,517
S01012312,Reston and Coldingham Moor Area,1031
S01012313,Cockburnspath and Area,732
S01012314,Eyemouth - Gunsgreen,871
S01012315,Eyemouth - Seafront Harbour,694
S01012316,Eyemouth - Central,605
S01012317,Eyemouth - South,633
S01012318,Eyemouth - North,799
S01012319,Preston and Manderston Area,711
S01012320,Chirnside - West,613
S01012321,Chirnside - East,975
S01012322,Whitsome Allanton and Hutton Area,996
S01012323,Foulden and Area,926
S01012324,Birgham and Ladykirk Area,1029
S01012325,Coldstream - West,587
S01012326,Coldstream - South,555
S01012327,Coldstream - East,772
S01012328,Town Yetholm,578
S01012329,Morebattle Hownam and Area,850
S01012330,Kelso S - Pinnaclehill,565
S01012331,Kelso S - Maxwellheugh,653
S01012332,Smailholm Stitchill and Ednam Area,1029
S01012333,Sprouston and Area,1014
S01012334,Kelso N - High Croft Orchard Park,925
S01012335,Kelso N - Hendersyde Oakfield,895
S01012336,Kelso N - Abbotseat,614
S01012337,Kelso N - Poynder Park,724
S01012338,Kelso S - Bowmont and Edenside,747
S01012339,Kelso S - Abbey,629
S01012340,Kelso S - Broomlands,1162
S01012341,Oxnam and Camptown Area,921
S01012342,Ancrum and Lanton Area,943
S01012343,Roxburgh Heiton Eckford Area,922
S01012344,Newtown St Boswells - South,626
