Data zone code,Data zone name,Total population
S01010845,"Gourock Central, Upper East and IRH - 04",481
S01010846,"Gourock Central, Upper East and IRH - 05",616
S01010847,"Gourock Central, Upper East and IRH - 06",538
S01010848,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 01",766
S01010849,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 02",954
S01010850,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 03",833
S01010851,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 04",953
S01010852,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 05",722
S01010853,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 06",962
S01010854,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 07",811
S01010855,"Braeside, Branchton, Lower Larkfield and Ravenscraig - 08",483
S01010856,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 01",832
S01010857,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 02",783
S01010858,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 03",604
S01010859,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 04",869
S01010860,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 05",505
S01010861,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 06",591
S01010862,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 07",633
S01010863,"Gourock East, Greenock West and Lyle Road - 01",813
S01010864,"Gourock East, Greenock West and Lyle Road - 02",593
S01010865,"Gourock East, Greenock West and Lyle Road - 03",830
S01010866,"Gourock East, Greenock West and Lyle Road - 04",660
S01010867,"Gourock East, Greenock West and Lyle Road - 05",641
S01010868,"Gourock East, Greenock West and Lyle Road - 06",712
S01010869,"Gourock East, Greenock West and Lyle Road - 07",697
S01010870,Greenock West and Central - 01,629
S01010871,Greenock West and Central - 02,834
S01010872,Greenock West and Central - 03,704
S01010873,Greenock West and Central - 04,458
S01010874,Greenock West and Central - 05,703
S01010875,Greenock West and Central - 06,515
S01010876,Greenock West and Central - 07,741
S01010877,Greenock West and Central - 08,805
S01010878,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 01",1039
S01010879,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 02",802
S01010880,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 03",457
S01010881,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 04",528
S01010882,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 05",448
S01010883,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton - 06",714
S01010884,Greenock Upper Central - 01,690
S01010885,Greenock Upper Central - 02,917
S01010886,Greenock Upper Central - 03,278
S01010887,Greenock Upper Central - 04,758
S01010888,Greenock Upper Central - 05,791
S01010889,Greenock Upper Central - 06,400
S01010890,Greenock Town Centre and East Central - 01,764
S01010891,Greenock Town Centre and East Central - 02,442
S01010892,Greenock Town Centre and East Central - 03,828
S01010893,Greenock Town Centre and East Central - 04,536
S01010894,Greenock Town Centre and East Central - 05,691
S01010895,Greenock Town Centre and East Central - 06,391
S01010896,Greenock Town Centre and East Central - 07,754
S01010897,Greenock Town Centre and East Central - 08,759
S01010898,Greenock East - 01,573
S01010899,Greenock East - 02,525
S01010900,Greenock East - 03,777
S01010901,Greenock East - 04,570
S01010902,Greenock East - 05,874
S01010903,Greenock East - 06,821
S01010904,Greenock East - 07,563
S01010905,Greenock East - 08,1114
S01010906,Greenock East - 09,1000
S01010907,"Port Glasgow Upper, West and Central - 01",709
S01010908,"Port Glasgow Upper, West and Central - 02",658
S01010909,"Port Glasgow Upper, West and Central - 03",602
S01010910,"Port Glasgow Upper, West and Central - 04",469
S01010911,"Port Glasgow Upper, West and Central - 05",539
S01010912,"Port Glasgow Upper, West and Central - 06",629
S01010913,"Port Glasgow Upper, West and Central - 07",663
S01010914,"Port Glasgow Upper, West and Central - 08",531
S01010915,"Port Glasgow Upper, West and Central - 09",648
S01010916,"Port Glasgow Mid, East and Central - 01",324
S01010917,"Port Glasgow Mid, East and Central - 02",490
S01010918,"Port Glasgow Mid, East and Central - 03",614
S01010919,"Port Glasgow Mid, East and Central - 04",711
S01010920,"Port Glasgow Mid, East and Central - 05",732
S01010921,"Port Glasgow Mid, East and Central - 06",615
S01010922,"Port Glasgow Mid, East and Central - 07",938
S01010923,Port Glasgow Upper East - 01,803
S01010924,Port Glasgow Upper East - 02,548
S01010925,Port Glasgow Upper East - 03,627
S01010926,Port Glasgow Upper East - 04,838
S01010927,Port Glasgow Upper East - 05,566
S01010928,Port Glasgow Upper East - 06,721
S01010929,Port Glasgow Upper East - 07,616
S01010930,Rural South Midlothian - 01,858
S01010931,Rural South Midlothian - 02,1049
S01010932,Rural South Midlothian - 03,740
S01010933,Rural South Midlothian - 04,1329
S01010934,Penicuik Southeast - 01,938
S01010935,Penicuik Southeast - 02,634
S01010936,Penicuik Southeast - 03,622
S01010937,Penicuik Southeast - 04,687
S01010938,Penicuik Southeast - 05,834
S01010939,Penicuik Southwest - 01,467
S01010940,Penicuik Southwest - 02,602
S01010941,Penicuik Southwest - 03,761
S01010942,Penicuik Southwest - 04,624
S01010943,Penicuik Southwest - 05,604
S01010944,Penicuik Southwest - 06,538
S01010945,Penicuik East - 01,589
S01010946,Penicuik East - 02,883
S01010947,Penicuik East - 03,507
S01010948,Penicuik East - 04,624
S01010949,Penicuik North - 01,887
S01010950,Penicuik North - 02,747
S01010951,Penicuik North - 03,689
S01010952,Penicuik North - 04,482
S01010953,Penicuik North - 05,507
S01010954,Pentland - 01,703
S01010955,Pentland - 02,2226
S01010956,Pentland - 03,2069
S01010957,Roslin and Bilston - 01,520
S01010958,Roslin and Bilston - 02,468
S01010959,Roslin and Bilston - 03,627
S01010960,Roslin and Bilston - 04,1291
S01010961,Roslin and Bilston - 05,594
S01010962,Straiton - 01,539
S01010963,Straiton - 02,861
S01010964,Straiton - 03,716
S01010965,Straiton - 04,443
S01010966,Loanhead - 01,686
S01010967,Loanhead - 02,649
S01010968,Loanhead - 03,651
S01010969,Loanhead - 04,683
S01010970,Loanhead - 05,1065
S01010971,Bonnyrigg South - 01,1023
S01010972,Bonnyrigg South - 02,735
S01010973,Bonnyrigg South - 03,465
S01010974,Bonnyrigg South - 04,726
S01010975,Bonnyrigg South - 05,447
S01010976,Bonnyrigg South - 06,473
S01010977,Bonnyrigg South - 07,653
S01010978,Bonnyrigg North - 01,737
S01010979,Bonnyrigg North - 02,881
S01010980,Bonnyrigg North - 03,694
S01010981,Bonnyrigg North - 04,726
S01010982,Bonnyrigg North - 05,1197
S01010983,Bonnyrigg North - 06,728
S01010984,Bonnyrigg North - 07,648
S01010985,Newbattle and Dalhousie - 01,633
S01010986,Newbattle and Dalhousie - 02,511
S01010987,Newbattle and Dalhousie - 03,587
S01010988,Newbattle and Dalhousie - 04,561
S01010989,Newbattle and Dalhousie - 05,1035
S01010990,Newbattle and Dalhousie - 06,790
S01010991,Newbattle and Dalhousie - 07,3970
S01010992,Newbattle and Dalhousie - 08,556
S01010993,Newbattle and Dalhousie - 09,576
S01010994,Eskbank - 01,1553
S01010995,Eskbank - 02,633
S01010996,Eskbank - 03,505
S01010997,Eskbank - 04,638
S01010998,Eskbank - 05,816
S01010999,Eskbank - 06,973
S01011000,Shawfair - 01,2985
S01011001,Shawfair - 02,616
S01011002,Shawfair - 03,682
S01011003,Shawfair - 04,682
S01011004,Shawfair - 05,647
S01011005,Thornybank - 01,691
S01011006,Thornybank - 02,2137
S01011007,Thornybank - 03,689
S01011008,Thornybank - 04,860
S01011009,Thornybank - 05,442
S01011010,Dalkeith - 01,545
S01011011,Dalkeith - 02,786
S01011012,Dalkeith - 03,753
S01011013,Dalkeith - 04,844
S01011014,Pathhead and Rural East Midlothian - 01,709
S01011015,Pathhead and Rural East Midlothian - 02,389
S01011016,Pathhead and Rural East Midlothian - 03,1833
S01011017,Pathhead and Rural East Midlothian - 04,1586
S01011018,Pathhead and Rural East Midlothian - 05,787
S01011019,Pathhead and Rural East Midlothian - 06,1434
S01011020,Pathhead and Rural East Midlothian - 07,1370
S01011021,Easthouses - 01,898
S01011022,Easthouses - 02,627
S01011023,Easthouses - 03,846
S01011024,Easthouses - 04,760
S01011025,Mayfield - 01,693
S01011026,Mayfield - 02,541
S01011027,Mayfield - 03,998
S01011028,Mayfield - 04,947
S01011029,Mayfield - 05,613
S01011030,Mayfield - 06,822
S01011031,Newtongrange - 01,938
S01011032,Newtongrange - 02,735
S01011033,Newtongrange - 03,575
S01011034,Newtongrange - 04,617
S01011035,Newtongrange - 05,600
S01011036,Newtongrange - 06,605
S01011037,North Gorebridge - 01,1396
S01011038,North Gorebridge - 02,969
S01011039,North Gorebridge - 03,1270
S01011040,Gorebridge and Middleton - 01,756
S01011041,Gorebridge and Middleton - 02,700
S01011042,Gorebridge and Middleton - 03,753
S01011043,Gorebridge and Middleton - 04,775
S01011044,Gorebridge and Middleton - 05,676
S01011045,South Speyside and the Cabrach - 01,616
S01011046,South Speyside and the Cabrach - 02,813
S01011047,South Speyside and the Cabrach - 03,937
S01011048,South Speyside and the Cabrach - 04,850
S01011049,South Speyside and the Cabrach - 05,654
S01011050,North Speyside - 01,584
S01011051,North Speyside - 02,975
S01011052,North Speyside - 03,756
S01011053,North Speyside - 04,530
S01011054,North Speyside - 05,522
S01011055,Rural Keith and Strathisla - 01,496
S01011056,Rural Keith and Strathisla - 02,764
S01011057,Rural Keith and Strathisla - 03,515
S01011058,Rural Keith and Strathisla - 04,622
S01011059,Rural Keith and Strathisla - 05,543
S01011060,Keith and Fife Keith - 01,744
S01011061,Keith and Fife Keith - 02,795
S01011062,Keith and Fife Keith - 03,878
S01011063,Keith and Fife Keith - 04,1026
S01011064,Keith and Fife Keith - 05,927
S01011065,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 01",706
S01011066,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 02",389
S01011067,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 03",431
S01011068,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 04",479
S01011069,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 05",464
S01011070,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 06",475
S01011071,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 07",698
S01011072,"Cullen, Portknockie, Findochty, Drybridge and Berryhillock - 08",1346
S01011073,Buckie Central East - 01,671
S01011074,Buckie Central East - 02,614
S01011075,Buckie Central East - 03,619
S01011076,Buckie Central East - 04,718
S01011077,Buckie Central East - 05,729
S01011078,Buckie West and Mains of Buckie - 01,1840
S01011079,Buckie West and Mains of Buckie - 02,1015
S01011080,Buckie West and Mains of Buckie - 03,887
S01011081,Buckie West and Mains of Buckie - 04,703
S01011082,Buckie West and Mains of Buckie - 05,483
S01011083,"Mosstodloch, Portgordon and seaward - 01",756
S01011084,"Mosstodloch, Portgordon and seaward - 02",705
S01011085,"Mosstodloch, Portgordon and seaward - 03",826
S01011086,"Mosstodloch, Portgordon and seaward - 04",819
S01011087,"Mosstodloch, Portgordon and seaward - 05",514
S01011088,"Fochabers, Aultmore, Clochan and Ordiquish - 01",915
S01011089,"Fochabers, Aultmore, Clochan and Ordiquish - 02",616
S01011090,"Fochabers, Aultmore, Clochan and Ordiquish - 03",976
S01011091,"Heldon West, Fogwatt to Inchberry - 01",600
S01011092,"Heldon West, Fogwatt to Inchberry - 02",570
S01011093,"Heldon West, Fogwatt to Inchberry - 03",3035
S01011094,"Heldon West, Fogwatt to Inchberry - 04",1236
S01011095,"Heldon West, Fogwatt to Inchberry - 05",831
S01011096,"Lhanbryde, Urquhart, Pitgavney and seaward - 01",1169
S01011097,"Lhanbryde, Urquhart, Pitgavney and seaward - 02",729
S01011098,"Lhanbryde, Urquhart, Pitgavney and seaward - 03",671
S01011099,"Lhanbryde, Urquhart, Pitgavney and seaward - 04",748
S01011100,"Lhanbryde, Urquhart, Pitgavney and seaward - 05",408
S01011101,Elgin Cathedral to Ashgrove and Pinefield - 01,489
S01011102,Elgin Cathedral to Ashgrove and Pinefield - 02,477
S01011103,Elgin Cathedral to Ashgrove and Pinefield - 03,422
S01011104,Elgin Cathedral to Ashgrove and Pinefield - 04,634
S01011105,Elgin Cathedral to Ashgrove and Pinefield - 05,777
S01011106,Elgin Cathedral to Ashgrove and Pinefield - 06,1000
S01011107,New Elgin East - 01,1102
S01011108,New Elgin East - 02,509
S01011109,New Elgin East - 03,574
S01011110,New Elgin East - 04,592
S01011111,New Elgin East - 05,779
S01011112,New Elgin West - 01,698
S01011113,New Elgin West - 02,843
S01011114,New Elgin West - 03,657
S01011115,New Elgin West - 04,753
S01011116,New Elgin West - 05,596
S01011117,Elgin Central West - 01,718
S01011118,Elgin Central West - 02,840
S01011119,Elgin Central West - 03,845
S01011120,Elgin Central West - 04,687
S01011121,Elgin Bishopmill East and Ladyhill - 01,529
S01011122,Elgin Bishopmill East and Ladyhill - 02,589
S01011123,Elgin Bishopmill East and Ladyhill - 03,1098
S01011124,Elgin Bishopmill East and Ladyhill - 04,635
S01011125,Elgin Bishopmill East and Ladyhill - 05,423
S01011126,Elgin Bishopmill West and Newfield - 01,415
S01011127,Elgin Bishopmill West and Newfield - 02,502
S01011128,Elgin Bishopmill West and Newfield - 03,776
S01011129,Elgin Bishopmill West and Newfield - 04,999
S01011130,Elgin Bishopmill West and Newfield - 05,526
S01011131,Lossiemouth East and Seatown - 01,610
S01011132,Lossiemouth East and Seatown - 02,805
S01011133,Lossiemouth East and Seatown - 03,445
S01011134,Lossiemouth East and Seatown - 04,743
S01011135,Lossiemouth East and Seatown - 05,670
S01011136,Lossiemouth West - 01,556
S01011137,Lossiemouth West - 02,483
S01011138,Lossiemouth West - 03,642
S01011139,Lossiemouth West - 04,1672
S01011140,Lossiemouth West - 05,515
S01011141,Lossiemouth West - 06,501
S01011142,"Burghead, Roseisle and Laich - 01",1365
S01011143,"Burghead, Roseisle and Laich - 02",1051
S01011144,"Burghead, Roseisle and Laich - 03",625
S01011145,"Burghead, Roseisle and Laich - 04",664
S01011146,"Burghead, Roseisle and Laich - 05",743
S01011147,"Burghead, Roseisle and Laich - 06",902
S01011148,"Findhorn, Kinloss and Pluscarden Valley - 01",689
S01011149,"Findhorn, Kinloss and Pluscarden Valley - 02",1017
S01011150,"Findhorn, Kinloss and Pluscarden Valley - 03",957
S01011151,"Findhorn, Kinloss and Pluscarden Valley - 04",574
S01011152,"Findhorn, Kinloss and Pluscarden Valley - 05",563
S01011153,Forres Central East and seaward - 01,806
S01011154,Forres Central East and seaward - 02,479
S01011155,Forres Central East and seaward - 03,629
S01011156,Forres Central East and seaward - 04,478
S01011157,Forres Central East and seaward - 05,529
S01011158,Forres Central East and seaward - 06,594
S01011159,Forres South West and Mannachie - 01,582
S01011160,Forres South West and Mannachie - 02,841
S01011161,Forres South West and Mannachie - 03,562
S01011162,Forres South West and Mannachie - 04,478
S01011163,Forres South West and Mannachie - 05,675
S01011164,Forres South West and Mannachie - 06,857
S01011165,Forres South West and Mannachie - 07,665
S01011166,Forres South West and Mannachie - 08,386
S01011167,"Rafford, Dallas, Dyke to Dava - 01",709
S01011168,"Rafford, Dallas, Dyke to Dava - 02",1352
S01011169,"Rafford, Dallas, Dyke to Dava - 03",1441
S01011170,"Rafford, Dallas, Dyke to Dava - 04",1023
S01011171,Arran - 01,888
S01011172,Arran - 02,755
S01011173,Arran - 03,572
S01011174,Arran - 04,450
S01011175,Arran - 05,612
S01011176,Arran - 06,552
S01011177,Arran - 07,782
S01011178,Springside and Rural - 01,485
S01011179,Springside and Rural - 02,526
S01011180,Springside and Rural - 03,612
S01011181,Springside and Rural - 04,912
S01011182,Springside and Rural - 05,743
S01011183,Irvine Tarryholme - 01,534
S01011184,Irvine Tarryholme - 02,1120
S01011185,Irvine Tarryholme - 03,623
S01011186,Irvine Tarryholme - 04,865
S01011187,Dreghorn - 01,623
S01011188,Dreghorn - 02,916
S01011189,Dreghorn - 03,766
S01011190,Dreghorn - 04,548
S01011191,Dreghorn - 05,500
S01011192,Irvine Broomlands - 01,608
S01011193,Irvine Broomlands - 02,651
S01011194,Irvine Broomlands - 03,605
S01011195,Irvine Broomlands - 04,736
S01011196,Irvine Bourtreehill - 01,810
S01011197,Irvine Bourtreehill - 02,853
