Intermediate Zone - Data Zone 2011,Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S01012167,106,29,65,70,13,10,3,1,0,38
S01012168,91,13,66,71,20,3,1,3,3,35
S01012169,107,22,99,64,24,10,2,0,0,59
S01012170,100,32,115,82,28,17,2,0,2,64
S01012171,128,43,107,69,22,14,3,4,4,46
S01012172,82,21,73,43,16,6,4,3,1,39
S01012173,94,16,55,43,25,2,6,5,4,26
S01012174,164,32,81,80,29,16,5,3,6,57
S01012175,104,25,59,54,21,13,4,4,6,34
S01012176,109,19,68,62,16,4,5,2,1,45
S01012177,72,26,40,37,12,8,2,1,2,43
S01012178,81,22,42,36,8,5,5,0,4,27
S01012179,63,22,36,31,13,4,4,0,2,32
S01012180,88,27,52,55,14,8,4,3,4,34
S01012181,96,32,52,58,14,7,0,2,3,41
S01012182,517,93,261,323,109,49,25,11,14,207
S01012183,196,46,126,122,37,20,8,4,9,93
S01012184,239,29,128,146,38,20,11,4,9,90
S01012185,135,35,100,90,33,8,5,2,4,65
S01012186,99,18,60,59,23,7,2,2,1,36
S01012187,87,23,68,54,10,2,0,2,5,48
S01012188,70,12,45,47,35,12,1,0,2,46
S01012189,88,20,35,59,36,12,7,1,3,42
S01012190,92,15,37,53,30,6,5,1,5,25
S01012191,96,12,47,53,38,13,3,3,4,44
S01012192,116,7,44,62,36,15,11,0,5,49
S01012193,81,5,43,49,35,12,4,0,3,31
S01012194,94,8,29,52,39,8,7,1,3,23
S01012195,159,19,53,92,94,23,8,1,4,63
S01012196,104,9,29,47,32,11,4,3,5,41
S01012197,89,20,34,69,46,5,4,3,3,43
S01012198,119,20,46,74,50,13,3,5,7,37
S01012199,79,17,37,82,41,4,3,2,1,51
S01012200,75,20,33,50,33,7,3,2,1,44
S01012201,101,18,43,83,28,12,6,1,10,49
S01012202,87,16,33,58,33,7,4,2,2,37
S01012203,87,14,27,53,39,8,6,2,2,41
S01012204,106,11,19,55,43,14,3,1,3,33
S01012205,83,11,34,50,65,8,3,3,1,40
S01012206,128,21,41,75,58,11,4,1,7,55
S01012207,118,42,37,91,66,12,4,0,0,42
S01012208,134,28,49,119,54,20,5,3,4,83
S01012209,95,27,36,90,42,10,1,0,5,48
S01012210,89,38,35,65,58,9,4,4,5,58
S01012211,153,13,18,61,111,19,8,2,6,63
S01012212,91,11,11,55,79,9,2,5,4,32
S01012213,94,12,10,50,69,11,5,4,4,38
S01012214,116,9,10,62,58,13,4,0,3,37
S01012215,124,13,25,41,76,16,4,5,3,42
S01012216,102,9,10,61,89,18,9,3,3,42
S01012217,68,26,45,47,30,8,4,0,0,30
S01012218,58,21,37,41,25,5,0,0,5,29
S01012219,96,38,62,51,43,12,3,0,4,62
S01012220,65,33,20,39,23,15,1,3,1,34
S01012221,59,31,38,41,32,12,6,3,2,50
S01012222,89,29,69,48,45,10,4,4,3,63
S01012223,80,22,50,37,32,9,3,1,0,41
S01012224,114,26,62,83,53,16,8,4,0,53
S01012225,123,36,42,74,63,9,0,0,7,85
S01012226,73,12,50,80,50,7,8,4,0,44
S01012227,66,12,31,72,48,13,4,2,3,51
S01012228,92,22,40,75,41,7,5,1,1,42
S01012229,112,3,19,63,68,9,6,2,4,33
S01012230,136,4,38,65,91,11,8,0,5,49
S01012231,139,5,30,50,65,7,3,4,6,36
S01012232,127,8,35,54,78,19,5,1,5,45
S01012233,138,13,18,62,75,12,7,3,4,34
S01012234,179,10,23,86,79,26,10,3,10,51
S01012235,66,5,8,22,53,8,2,3,1,24
S01012236,141,5,15,62,84,24,4,4,10,47
S01012237,143,14,10,32,79,38,6,1,7,23
S01012238,73,24,16,47,66,29,0,2,1,45
S01012239,72,16,17,38,44,21,3,0,2,35
S01012240,122,16,30,36,71,28,9,2,3,56
S01012241,99,7,8,12,58,29,4,0,5,21
S01012242,176,7,12,28,98,37,10,4,4,42
S01012243,111,4,10,31,71,24,5,5,8,34
S01012244,215,9,12,19,61,75,7,5,12,44
S01012245,129,23,6,5,38,60,5,4,9,41
S01012246,225,31,3,12,69,96,1,13,4,44
S01012247,160,8,3,28,56,69,6,6,15,42
S01012248,209,5,12,8,30,52,40,6,13,53
S01012249,192,11,8,17,26,12,24,40,17,67
S01012250,243,40,39,32,16,51,63,9,15,87
S01012251,141,100,24,19,17,36,40,8,4,76
S01012252,114,69,20,18,14,49,31,2,4,57
S01012253,114,101,7,11,15,37,36,6,9,63
S01012254,130,97,16,13,13,37,49,3,6,47
S01012255,137,86,1,12,12,28,24,6,3,58
S01012256,106,40,26,6,4,28,32,6,7,36
S01012257,126,88,25,13,12,37,31,6,6,74
S01012258,118,42,14,6,6,39,49,9,9,28
S01012259,116,47,6,1,2,33,45,3,6,25
S01012260,138,100,19,8,10,38,55,3,6,60
S01012261,137,0,20,55,20,46,54,9,6,47
S01012262,246,24,53,36,43,53,65,25,15,93
S01012263,116,30,21,2,73,17,12,5,11,64
S01012264,72,24,0,25,10,17,19,3,7,36
S01012265,113,49,15,45,54,29,22,8,2,70
S01012266,124,52,3,63,46,48,38,19,8,93
S01012267,153,37,9,38,30,35,35,10,4,64
S01012268,118,7,19,35,39,4,5,22,8,59
S01012269,152,36,6,106,35,22,13,27,7,88
S01012270,107,33,6,90,35,17,6,15,10,75
S01012271,435,35,156,61,68,129,56,36,15,168
S01012272,132,10,0,20,48,30,49,4,1,42
S01012273,160,7,28,76,21,26,14,18,5,54
S01012274,159,90,35,47,9,26,3,17,1,55
S01012275,115,92,22,44,9,12,14,11,6,72
S01012276,159,91,62,63,18,27,12,15,6,66
S01012277,170,49,90,81,25,26,14,10,4,89
S01012278,111,56,14,31,14,13,10,16,7,46
S01012279,111,73,33,49,11,20,13,13,0,41
S01012280,142,94,37,50,15,27,15,14,7,71
S01012281,115,94,21,40,7,11,11,13,9,51
S01012282,141,45,91,24,6,19,5,17,4,50
S01012283,125,77,44,36,9,17,12,22,3,62
S01012284,99,71,42,32,6,17,18,7,3,56
S01012285,57,46,25,23,6,7,10,16,2,36
S01012286,107,52,137,20,6,30,6,19,10,66
S01012287,75,28,93,16,4,14,6,14,0,52
S01012288,64,37,67,10,9,11,8,8,1,46
S01012289,146,47,30,30,13,9,0,9,8,38
S01012290,88,16,46,31,17,4,2,13,8,33
S01012291,211,88,46,74,34,8,16,26,19,70
S01012292,109,42,23,40,11,1,2,24,3,15
S01012293,58,11,51,21,4,3,6,9,4,40
S01012294,123,33,123,42,9,14,9,9,5,57
S01012295,137,33,107,19,19,22,4,19,6,45
S01012296,176,46,4,3,74,49,59,16,6,70
S01012297,174,7,8,39,35,18,20,23,7,56
S01012298,123,25,3,6,70,46,36,10,13,49
S01012299,153,8,2,9,31,55,44,4,4,52
S01012300,102,31,4,2,52,21,1,16,7,63
S01012301,170,7,12,45,75,26,9,20,7,67
S01012302,123,16,17,14,19,21,8,24,9,45
S01012303,218,15,33,24,49,30,19,27,11,74
S01012304,158,10,10,37,120,23,17,33,15,87
S01012305,93,125,7,19,20,32,11,11,5,63
S01012306,72,79,1,10,17,21,11,6,2,33
S01012307,79,79,2,16,16,23,8,16,8,39
S01012308,99,138,5,32,26,35,29,7,3,78
S01012309,66,6,25,15,53,11,8,10,22,54
S01012310,186,17,45,45,67,14,5,21,40,91
S01012311,74,5,11,9,45,5,4,11,21,38
S01012312,196,7,7,44,66,24,10,42,27,68
S01012313,131,9,6,27,35,22,17,38,8,68
S01012314,75,99,2,11,96,11,9,15,19,63
S01012315,90,70,3,2,41,9,5,14,14,58
S01012316,73,58,4,4,57,7,3,11,9,41
S01012317,81,50,1,5,71,11,4,4,12,38
S01012318,75,86,8,3,86,14,5,11,12,70
S01012319,126,10,34,33,41,19,21,16,12,62
S01012320,64,22,14,40,54,13,8,12,4,41
S01012321,91,23,23,43,85,27,11,21,17,73
S01012322,185,19,12,57,56,17,24,14,25,59
S01012323,163,13,7,64,54,22,12,17,24,58
S01012324,192,16,14,34,77,34,12,5,12,79
S01012325,36,30,7,5,42,22,16,3,8,25
S01012326,71,25,6,9,63,13,7,1,7,34
S01012327,85,73,6,10,66,21,12,4,9,62
S01012328,71,14,7,7,43,9,6,3,16,27
S01012329,190,5,2,29,56,30,2,4,12,58
S01012330,65,74,11,6,13,18,5,6,4,35
S01012331,79,79,28,5,42,38,4,7,4,47
S01012332,192,28,48,36,54,21,8,11,15,88
S01012333,186,11,53,79,29,38,16,9,17,69
S01012334,90,87,63,4,49,22,7,4,8,57
S01012335,106,100,71,7,54,44,8,6,8,72
S01012336,58,53,46,7,24,27,6,2,4,51
S01012337,74,103,26,7,33,24,5,5,3,46
S01012338,98,108,5,4,23,26,2,4,7,53
S01012339,71,87,5,4,22,16,0,4,4,37
S01012340,115,85,66,10,43,42,14,6,14,68
S01012341,208,19,21,14,52,45,3,8,25,77
S01012342,155,12,23,37,107,6,4,6,11,81
S01012343,165,5,41,39,61,38,7,11,20,77
S01012344,82,26,24,72,49,2,5,14,5,50
S01012345,107,33,42,66,56,14,8,16,5,76
S01012346,156,13,24,51,71,6,0,13,8,58
S01012347,94,31,14,47,60,5,2,16,7,49
S01012348,98,19,8,43,59,1,5,20,2,32
S01012349,80,78,10,16,79,21,4,7,8,74
S01012350,92,84,5,8,65,20,5,6,14,61
S01012351,81,96,7,8,85,22,2,4,9,95
S01012352,76,66,3,9,75,18,2,8,17,54
S01012353,112,61,2,5,59,16,2,3,9,71
S01012354,88,61,4,0,22,42,36,10,10,81
S01012355,249,9,23,26,30,32,11,16,19,77
S01012356,99,12,3,75,49,12,1,11,8,54
S01012357,208,3,47,20,41,16,5,1,18,61
S01012358,165,11,18,30,46,39,2,8,17,65
S01012359,77,58,39,6,26,29,2,4,5,50
S01012360,60,71,36,5,16,20,1,1,6,45
S01012361,50,69,22,8,27,21,0,9,1,38
S01012362,72,56,38,7,38,18,3,10,5,54
S01012363,110,158,33,8,30,33,8,6,7,75
S01012364,60,85,18,5,25,24,0,9,6,49
S01012365,101,137,28,7,51,43,6,5,15,80
S01012366,102,119,21,11,24,29,6,8,4,50
S01012367,92,97,33,7,36,16,4,3,10,64
S01012368,99,53,39,6,21,19,5,0,15,39
S01012369,97,80,60,2,19,42,10,5,8,71
S01012370,96,80,63,6,33,32,9,9,7,91
S01012371,121,114,36,4,25,35,11,10,6,73
S01012372,61,77,18,3,22,27,5,1,1,37
S01012373,121,125,13,10,53,27,3,8,16,54
S01012374,127,107,53,4,47,26,8,8,4,72
S01012375,105,125,39,6,45,31,3,10,5,55
S01012376,180,6,13,79,59,13,2,26,12,70
S01012377,124,4,27,34,28,8,3,10,5,46
S01012378,130,15,8,16,34,9,8,11,7,41
S01012379,115,4,6,18,39,13,6,17,4,33
S01012380,130,82,1,81,30,12,3,13,1,74
S01012381,94,58,1,84,23,14,2,12,7,53
S01012382,117,71,4,81,46,11,0,14,6,59
S01012383,103,66,4,75,24,4,2,6,9,57
S01012384,79,31,2,60,22,10,2,5,11,32
S01012385,108,45,4,67,26,2,0,11,6,53
S01012386,110,46,3,102,25,9,0,11,4,71
S01012387,105,41,45,43,14,71,65,5,14,56
S01012388,111,15,8,37,37,132,3,8,15,57
S01012389,126,28,10,7,234,12,2,17,3,64
S01012390,107,14,8,42,193,11,4,9,6,67
S01012391,172,27,108,211,13,9,31,5,7,83
S01012392,85,45,151,19,3,2,23,1,0,49
S01012393,96,88,113,12,7,10,13,1,6,58
S01012394,69,96,67,14,2,1,11,2,1,39
S01012395,51,82,37,14,0,6,8,1,4,39
S01012396,76,111,48,16,2,5,13,1,7,46
S01012397,105,89,108,18,5,8,14,2,10,69
S01012398,111,169,36,14,9,12,26,2,5,64
S01012399,83,144,46,7,8,9,9,0,7,33
S01012400,77,134,21,10,4,4,15,2,6,40
S01012401,73,130,52,16,6,12,11,1,0,72
S01012402,102,22,67,163,7,27,12,0,0,69
S01012403,147,8,18,74,160,7,10,12,1,91
S01012404,96,61,1,171,11,6,14,1,2,58
S01012405,100,5,23,169,57,28,9,0,2,55
S01012406,77,17,5,13,110,74,3,0,4,57
S01012407,94,23,9,13,178,32,2,3,1,78
S01012408,104,12,10,21,81,36,5,0,2,68
S01012409,99,45,15,12,12,63,26,4,3,55
S01012410,131,69,30,96,34,99,21,7,6,65
S01012411,114,17,31,64,67,79,42,8,6,89
S01012412,81,15,11,33,70,11,13,41,5,51
S01012413,107,45,4,48,68,16,24,24,18,63
S01012414,83,65,33,42,9,7,5,14,25,50
S01012415,80,55,15,0,13,30,0,2,3,86
S01012416,68,12,35,6,3,33,5,1,1,79
S01012417,80,19,14,3,20,21,1,16,6,47
S01012418,168,16,6,16,35,27,11,30,8,65
S01012419,156,14,10,24,36,12,19,9,11,43
S01012420,99,13,11,70,21,28,8,4,9,46
S01012421,121,18,23,19,30,24,7,7,11,46
S01012422,157,14,8,39,44,24,8,1,11,76
S01012423,107,8,15,27,90,9,12,10,13,49
S01012424,91,66,39,24,18,19,22,16,5,62
S01012425,49,46,15,10,5,7,7,8,6,30
S01012426,33,53,24,15,8,9,10,1,6,38
S01012427,45,45,33,20,19,6,13,3,0,30
S01012428,38,49,46,10,13,14,16,1,7,34
S01012429,63,40,24,9,8,17,4,6,3,33
S01012430,52,52,13,14,9,16,14,3,7,37
S01012431,81,60,24,27,27,30,17,11,15,40
S01012432,48,80,40,14,11,20,7,7,13,27
S01012433,59,53,17,14,4,20,12,5,8,28
S01012434,55,27,6,21,59,10,9,5,5,44
S01012435,69,34,3,11,81,10,10,0,7,56
S01012436,58,41,3,19,79,7,12,1,6,36
S01012437,60,36,0,14,86,14,12,5,9,48
S01012438,102,37,4,23,94,8,19,5,10,68
S01012439,65,26,0,20,77,6,10,2,6,36
S01012440,63,16,2,12,63,6,8,2,6,37
S01012441,165,9,12,21,67,20,21,3,16,59
S01012442,255,10,71,134,71,51,4,71,23,109
S01012443,136,5,11,64,57,24,2,14,8,49
S01012444,141,4,71,40,29,41,4,23,10,44
S01012445,79,3,44,23,6,22,0,8,8,32
S01012446,69,6,5,73,23,6,5,5,0,33
S01012447,112,8,13,124,32,19,3,11,2,65
S01012448,139,10,8,111,54,21,3,25,4,61
S01012449,62,1,4,82,48,19,2,11,1,47
S01012450,163,20,53,99,50,16,7,28,6,73
S01012451,122,8,57,37,30,16,0,19,4,33
S01012452,74,3,38,25,17,28,2,11,7,35
S01012453,102,4,45,40,7,22,4,13,12,35
S01012454,91,1,48,23,19,25,2,23,5,30
S01012455,97,3,31,31,2,12,0,13,4,40
S01012456,102,7,45,50,12,24,1,13,6,39
S01012457,98,8,31,30,15,15,1,20,9,31
S01012458,103,3,50,36,15,34,0,18,5,39
S01012459,82,7,51,24,25,17,2,16,3,29
S01012460,66,11,27,22,12,13,0,10,1,25
S01012461,83,13,81,38,27,20,2,14,0,41
S01012462,84,14,84,50,24,18,2,6,0,56
S01012463,61,18,54,31,10,12,2,7,2,37
S01012464,62,9,59,31,10,11,2,5,0,48
S01012465,71,17,78,44,12,12,1,7,2,41
S01012466,93,39,41,42,22,11,3,16,4,47
S01012467,83,32,69,43,30,15,1,10,5,61
S01012468,92,46,79,37,22,11,4,19,2,63
S01012469,102,38,34,20,23,21,0,12,4,26
S01012470,92,15,104,57,30,22,1,18,4,62
S01012471,105,14,54,27,10,20,4,10,6,38
S01012472,76,5,55,28,13,15,0,22,4,33
S01012473,73,5,48,31,18,10,0,14,1,35
S01012474,72,31,33,21,24,10,2,16,3,43
S01012475,63,17,46,34,17,10,5,8,1,37
S01012476,131,31,92,38,48,16,5,20,5,62
S01012477,69,11,69,45,17,12,2,11,2,44
S01012478,107,22,99,53,43,22,2,15,5,76
S01012479,87,10,83,36,29,16,6,19,4,40
S01012480,59,21,25,19,6,12,0,10,4,18
S01012481,162,74,44,44,19,19,2,20,8,78
S01012482,93,56,33,21,11,11,0,18,12,46
S01012483,96,64,23,20,16,13,0,11,3,43
S01012484,113,55,30,37,18,10,2,23,9,43
S01012485,113,33,31,33,19,17,1,23,6,42
S01012486,36,27,12,16,12,4,0,14,4,18
S01012487,67,30,35,17,17,11,1,13,1,29
S01012488,126,61,56,34,41,16,1,16,0,66
S01012489,105,67,51,32,16,7,3,7,4,80
S01012490,103,84,69,41,31,13,1,18,5,61
S01012491,43,48,20,19,3,2,4,5,1,24
S01012492,70,58,41,32,12,10,4,10,1,44
S01012493,50,28,15,12,11,4,0,11,5,18
S01012494,113,51,91,34,34,4,1,17,6,66
S01012495,107,44,96,33,34,9,0,17,5,75
S01012496,63,29,58,36,18,9,2,11,6,50
S01012497,47,25,50,24,12,4,0,3,3,31
S01012498,79,39,85,22,24,10,4,7,2,64
S01012499,59,30,61,31,32,8,1,9,2,41
S01012500,50,25,46,24,19,0,0,17,0,45
S01012501,47,31,37,17,8,2,1,1,0,38
S01012502,45,37,46,10,19,2,2,6,0,51
S01012503,57,25,62,24,17,8,4,5,3,44
S01012504,71,38,71,28,22,2,1,6,5,50
S01012505,106,75,74,31,32,11,0,10,6,68
S01012506,86,12,45,22,31,1,1,7,1,31
S01012507,93,35,94,17,38,21,6,14,4,50
S01012508,107,33,87,19,59,11,1,28,1,63
S01012509,91,17,54,20,31,9,2,16,0,26
S01012510,113,57,102,43,47,13,6,34,4,60
S01012511,49,28,40,16,7,10,4,6,0,30
S01012512,42,21,45,12,26,4,3,11,0,22
S01012513,64,13,51,17,21,7,4,15,2,20
S01012514,155,38,133,26,74,23,4,18,6,62
S01012515,63,35,55,6,27,5,0,14,2,38
S01012516,67,31,71,17,49,10,0,11,3,48
S01012517,146,43,82,46,46,11,4,23,3,69
S01012518,63,19,18,25,20,5,3,21,6,25
S01012519,79,29,28,14,31,7,4,17,2,20
S01012520,99,19,48,11,25,7,4,20,8,36
S01012521,74,22,36,16,30,3,5,15,6,26
S01012522,126,28,50,17,39,6,2,27,8,50
S01012523,111,33,71,15,53,9,3,24,3,32
S01012524,112,49,29,35,56,4,5,30,5,31
S01012525,89,37,27,27,41,8,2,22,8,38
S01012526,103,33,33,13,41,8,3,22,4,36
S01012527,62,29,47,27,31,6,5,16,0,35
S01012528,101,40,69,28,47,6,2,15,8,56
S01012529,78,34,39,19,19,7,2,10,2,33
S01012530,99,41,79,16,39,11,2,22,3,51
S01012531,156,31,35,73,80,12,11,33,17,70
S01012532,160,29,46,63,65,18,15,32,9,60
S01012533,52,30,17,30,23,3,2,14,2,34
S01012534,78,37,28,20,31,4,7,13,0,38
S01012535,84,4,23,133,46,5,2,13,4,70
S01012536,118,10,12,82,60,10,2,12,3,62
S01012537,86,7,15,71,45,2,2,13,2,65
S01012538,118,16,18,146,78,12,11,10,5,99
S01012539,55,13,4,40,56,5,5,15,0,57
S01012540,59,11,7,44,71,4,7,8,1,58
S01012541,178,14,11,66,126,13,15,14,9,92
S01012542,214,16,14,142,72,12,36,27,13,93
S01012543,134,5,9,80,49,9,21,4,4,53
S01012544,102,21,16,74,44,6,21,12,5,57
S01012545,38,12,6,57,23,6,12,1,3,45
S01012546,116,27,15,89,43,6,24,7,8,73
S01012547,48,13,10,55,30,4,20,8,5,38
S01012548,325,12,58,140,136,21,59,56,14,111
S01012549,44,19,22,32,30,5,5,7,2,44
S01012550,105,7,43,58,38,7,8,19,1,56
S01012551,103,13,28,50,51,5,11,15,4,44
S01012552,104,12,18,44,52,3,19,23,5,44
S01012553,129,7,41,84,56,12,22,28,7,62
S01012554,61,2,32,30,22,3,8,19,0,22
S01012555,52,3,18,48,44,5,12,6,6,29
S01012556,74,6,13,24,24,3,10,10,4,23
S01012557,89,0,31,33,39,4,13,6,1,32
S01012558,58,20,36,43,41,0,7,13,1,28
S01012559,61,33,8,27,17,4,8,8,1,37
S01012560,55,25,12,32,40,7,11,16,4,22
S01012561,83,29,20,52,39,6,7,17,3,40
S01012562,77,39,10,50,50,5,11,17,0,42
S01012563,91,4,15,51,35,3,9,25,6,26
S01012564,67,18,4,32,46,0,8,25,5,36
S01012565,112,20,3,36,37,3,7,18,6,20
S01012566,111,34,6,35,39,2,13,26,7,44
S01012567,130,32,11,49,50,6,7,23,5,41
S01012568,68,5,4,35,17,4,7,19,5,21
S01012569,133,23,17,47,38,8,6,24,11,40
S01012570,67,6,6,8,16,18,9,21,21,42
S01012571,127,11,6,10,37,44,25,32,12,60
S01012572,83,6,11,4,24,21,7,28,6,32
S01012573,161,8,10,42,33,20,35,53,2,68
S01012574,149,15,12,32,38,29,37,46,7,67
S01012575,126,22,21,16,43,8,17,31,3,43
S01012576,104,62,17,11,24,13,25,21,4,56
S01012577,181,107,18,22,59,29,52,51,13,86
S01012578,112,62,4,9,35,11,38,35,11,54
S01012579,137,7,15,40,33,30,30,32,4,62
S01012580,202,12,11,18,36,51,42,14,7,56
S01012581,76,29,15,47,19,34,9,12,4,50
S01012582,183,7,42,42,50,40,28,26,9,72
S01012583,102,6,37,33,29,32,22,14,5,60
S01012584,115,31,17,22,40,25,26,15,3,59
S01012585,103,41,26,28,61,38,32,12,2,68
S01012586,129,24,21,28,60,56,39,15,5,69
S01012587,188,5,7,30,86,39,32,7,5,67
S01012588,107,4,6,10,81,38,24,13,4,33
S01012589,65,13,5,30,83,30,21,7,3,36
S01012590,81,10,9,24,88,40,24,3,3,57
S01012591,77,22,7,9,71,27,24,2,2,58
S01012592,145,10,21,32,77,55,21,4,4,58
S01012593,132,7,46,37,72,51,7,13,2,55
S01012594,66,3,25,20,43,22,7,4,2,39
S01012595,69,7,39,32,46,28,3,8,3,43
S01012596,76,6,48,24,54,32,13,6,7,50
S01012597,77,7,25,23,45,30,6,2,5,45
S01012598,82,20,7,32,38,32,12,7,3,29
S01012599,71,30,6,29,43,29,17,14,5,50
S01012600,115,27,14,40,53,30,11,6,2,30
S01012601,147,26,8,49,69,59,24,15,1,57
S01012602,74,30,7,35,48,6,16,7,3,55
S01012603,65,39,4,30,43,22,5,6,2,50
S01012604,66,26,6,43,41,28,10,4,0,34
S01012605,53,26,16,30,28,17,13,3,2,38
S01012606,125,12,32,57,96,42,50,20,10,64
S01012607,100,19,13,53,47,28,23,11,4,52
S01012608,83,45,13,54,56,22,21,2,1,66
S01012609,78,47,10,61,59,15,10,4,11,63
S01012610,87,43,5,71,55,41,14,7,3,68
S01012611,154,51,17,83,76,43,39,13,5,87
S01012612,73,28,5,37,42,21,17,6,2,35
S01012613,73,36,4,31,49,21,13,4,1,43
S01012614,127,40,11,52,50,26,27,12,0,67
S01012615,138,15,12,37,51,29,37,10,5,51
S01012616,165,7,35,57,60,22,24,15,7,72
S01012617,152,4,22,43,99,56,37,14,6,86
S01012618,77,9,11,32,49,12,13,10,2,41
S01012619,51,30,6,17,24,15,19,9,1,37
S01012620,94,29,9,19,24,21,26,8,5,44
S01012621,71,26,11,20,23,26,16,6,5,30
S01012622,102,60,28,29,40,25,29,1,3,55
S01012623,83,64,10,19,24,20,15,7,2,49
S01012624,74,57,11,30,36,21,25,4,4,53
S01012625,65,68,7,17,28,14,8,8,5,49
S01012626,56,38,7,14,24,16,18,4,1,39
S01012627,84,43,19,14,41,35,9,9,3,48
S01012628,205,66,30,30,48,54,37,24,8,73
S01012629,92,32,12,12,10,20,20,8,3,27
S01012630,110,63,12,12,23,31,28,5,3,49
S01012631,84,82,9,29,43,29,16,13,4,39
S01012632,139,13,14,22,38,41,27,13,5,74
S01012633,132,9,18,23,22,27,8,10,8,43
S01012634,75,5,53,32,38,17,17,9,6,71
S01012635,204,41,40,34,45,39,48,19,5,84
S01012636,143,15,28,39,57,34,24,14,0,87
S01012637,59,22,13,19,56,33,21,24,7,56
S01012638,102,33,13,19,58,35,32,20,9,71
S01012639,87,13,38,29,56,47,25,9,4,72
S01012640,64,17,5,49,25,19,17,20,1,63
S01012641,99,20,33,29,36,59,24,16,8,54
S01012642,87,33,18,16,25,31,21,3,1,48
S01012643,47,11,12,17,25,19,10,5,2,43
S01012644,83,17,18,16,36,35,25,3,5,69
S01012645,115,27,11,19,53,37,40,10,3,84
S01012646,140,22,14,25,66,49,42,14,3,71
S01012647,94,10,10,34,86,25,31,7,7,69
S01012648,69,7,19,18,47,20,10,2,4,51
S01012649,67,8,17,23,57,19,14,5,5,51
S01012650,103,6,11,37,46,43,29,5,1,64
S01012651,63,13,17,34,48,17,18,1,3,61
S01012652,147,8,12,52,117,40,30,6,4,72
S01012653,137,12,28,50,85,23,10,3,5,107
S01012654,259,3,52,88,110,86,22,12,5,124
S01012655,122,17,33,48,73,33,10,2,3,100
S01012656,98,24,16,56,39,27,10,1,1,66
S01012657,61,15,21,41,39,16,3,4,3,35
S01012658,112,26,14,43,54,41,10,4,6,79
S01012659,192,17,49,73,77,64,10,7,5,68
S01012660,88,26,6,46,54,28,3,3,3,62
S01012661,146,24,17,60,66,34,8,6,2,67
S01012662,94,25,21,60,53,34,0,4,0,69
S01012663,75,23,9,43,48,24,8,4,4,50
S01012664,125,25,34,61,52,48,5,5,3,84
S01012665,90,42,10,38,49,30,3,3,0,60
S01012666,56,26,21,45,46,13,4,2,0,35
S01012667,47,17,9,38,36,13,6,3,0,44
S01012668,89,38,19,46,44,28,11,3,1,50
S01012669,86,27,7,32,41,19,9,2,2,40
S01012670,94,18,8,40,43,31,7,4,3,61
S01012671,102,31,37,68,55,29,8,2,1,81
S01012672,76,41,30,51,47,12,2,1,0,64
S01012673,51,32,13,30,34,22,2,0,2,44
S01012674,52,37,17,42,37,14,5,2,0,52
S01012675,83,33,14,39,40,21,6,0,3,81
S01012676,88,22,26,49,80,36,11,1,2,81
S01012677,56,26,9,28,53,28,8,5,2,50
S01012678,137,8,13,27,126,51,11,13,6,80
S01012679,74,12,10,20,79,33,11,4,3,72
S01012680,72,8,11,22,57,33,15,6,3,44
S01012681,157,16,22,42,100,49,14,5,5,109
S01012682,108,7,15,27,56,28,5,2,6,49
S01012683,96,6,16,35,73,26,9,3,1,59
S01012684,73,22,9,4,71,26,6,3,2,45
S01012685,86,36,2,7,92,21,6,3,2,56
S01012686,138,19,0,19,107,55,5,4,8,63
S01012687,71,16,2,13,36,22,8,3,1,17
S01012688,111,38,0,11,90,43,6,1,7,64
S01012689,59,23,0,9,58,31,4,0,0,20
S01012690,66,22,4,10,50,15,7,4,5,42
S01012691,112,26,3,10,83,48,7,4,7,33
S01012692,101,29,4,12,59,31,5,2,2,48
S01012693,215,30,9,18,116,68,9,18,7,63
S01012694,56,22,0,11,42,16,5,3,1,30
S01012695,160,9,16,15,64,55,42,14,1,73
S01012696,202,17,10,9,90,62,16,15,10,65
S01012697,228,15,23,24,125,83,9,10,16,97
S01012698,160,6,19,57,76,30,3,4,4,80
S01012699,245,12,36,43,140,68,20,13,14,115
S01012700,144,0,27,69,57,15,9,4,5,53
S01012701,277,5,59,87,109,75,10,18,4,77
S01012702,244,1,72,48,105,41,15,11,7,74
S01012703,94,4,25,43,46,14,0,2,4,68
S01012704,93,13,48,41,49,13,0,2,1,60
S01012705,133,10,30,42,66,15,6,3,2,48
S01012706,93,16,57,39,46,5,2,1,0,74
S01012707,96,4,48,48,64,20,4,5,0,45
S01012708,80,18,39,37,32,17,6,3,1,45
S01012709,73,6,33,42,37,11,2,1,0,34
S01012710,97,14,32,41,36,12,3,3,0,49
S01012711,120,23,53,47,37,11,3,2,1,67
S01012712,108,20,43,39,59,11,6,10,4,47
S01012713,113,32,35,34,58,15,9,5,3,33
S01012714,95,20,24,25,52,19,4,2,2,27
S01012715,100,24,31,34,43,8,3,6,5,41
S01012716,128,19,26,29,61,21,4,7,3,35
S01012717,152,44,40,46,69,11,10,5,1,62
S01012718,149,29,24,41,54,10,7,6,3,52
S01012719,174,54,40,53,86,30,12,4,0,80
S01012720,83,20,23,28,41,11,3,1,3,31
S01012721,90,17,35,38,41,5,7,2,2,44
